fov,line,cellID,parentID,frame,tTrans,w,L,growthRateL2_0,area,growthRatearea2_0,V,growthRateV2_0,SA,growthRateSA2_0,beta2SA_V_2_0,Itot,xCM,yCM,orientation
35,7,29,23,29,-395.700000,0.869600,1.941142,0.016275,1.525734,0.021648,0.980727,0.026660,5.303061,0.020286,0.109694,509287.000000,16.290891,42.526873,0.082130
35,7,29,23,30,-390.700000,0.885728,2.099105,0.015488,1.690878,0.019120,1.111460,0.022255,5.840961,0.017825,0.093676,647264.000000,16.331984,42.567105,0.065830
35,7,29,23,31,-385.700000,0.891087,2.266258,0.015580,1.849032,0.017601,1.228080,0.019116,6.344237,0.016232,0.083853,670638.000000,16.449139,42.589972,0.068761
35,7,29,23,32,-380.700000,0.891865,2.452192,0.015779,2.016324,0.016884,1.346219,0.017484,6.870736,0.015532,0.079273,774887.000000,16.557431,42.318597,-0.157276
35,7,29,23,33,-375.700000,0.889165,2.653194,0.016012,2.189461,0.016701,1.463453,0.016905,7.411420,0.015414,0.078063,733266.000000,16.602976,42.308547,-0.140048
35,7,29,23,34,-370.700000,0.886562,2.877031,0.016643,2.381992,0.018629,1.593610,0.020203,8.013156,0.017496,0.087973,802250.000000,16.698022,42.398988,-0.143269
35,7,29,23,35,-365.700000,0.895708,3.132031,0.016283,2.633210,0.019081,1.785417,0.021486,8.813373,0.018159,0.089639,898026.000000,16.821209,42.348044,-0.146428
35,7,34,29,36,-360.700000,0.878085,1.646925,0.022482,1.280674,0.027716,0.820078,0.032171,4.543181,0.025083,0.138958,438866.000000,17.850338,42.199850,0.001741
35,7,34,29,37,-355.700000,0.888352,1.832052,0.020608,1.458150,0.023604,0.951991,0.025788,5.112965,0.021326,0.114540,484690.000000,18.084829,42.166198,-0.071944
35,7,34,29,38,-350.700000,0.885777,2.024470,0.019131,1.624852,0.021174,1.065581,0.022526,5.633595,0.019186,0.101432,608271.000000,18.196342,42.332318,0.306518
35,7,34,29,39,-345.700000,0.888347,2.219347,0.018116,1.802195,0.019696,1.192029,0.020652,6.193809,0.017993,0.093494,664857.000000,18.242345,42.282056,0.271671
35,7,34,29,40,-340.700000,0.885204,2.426537,0.016829,1.979821,0.018147,1.311763,0.018934,6.748076,0.016699,0.085902,722981.000000,18.543111,42.259945,0.230063
35,7,34,29,41,-335.700000,0.886791,2.627715,0.015123,2.161471,0.017436,1.440398,0.019353,7.320643,0.016342,0.083055,794450.000000,18.839928,42.271929,0.238123
35,7,34,29,42,-330.700000,0.895484,2.823926,0.014580,2.356694,0.016731,1.590528,0.018499,7.944400,0.015759,0.078712,867783.000000,19.144442,42.275771,0.203983
35,7,34,29,43,-325.700000,0.897778,3.039434,0.014823,2.555768,0.017218,1.734628,0.019282,8.572583,0.016307,0.080589,972689.000000,19.622972,42.196106,0.165889
35,7,34,29,44,-320.700000,0.908169,3.274447,0.015222,2.796754,0.017750,1.925004,0.019934,9.342314,0.016897,0.082003,1065313.000000,19.942012,42.270185,0.178312
35,7,34,29,45,-315.700000,0.913323,3.537862,0.015323,3.052198,0.017526,2.118365,0.019410,10.151146,0.016706,0.080054,1147385.000000,20.299573,42.172255,0.143875
35,7,34,29,46,-310.700000,0.920608,3.816558,0.015512,3.331674,0.019063,2.336188,0.022377,11.038153,0.018362,0.086758,1267988.000000,20.768884,42.203648,0.128606
35,7,34,29,47,-305.700000,0.938617,4.129878,0.015173,3.687307,0.019290,2.641126,0.023092,12.177981,0.018719,0.086314,1409088.000000,21.320781,42.140535,0.104548
35,7,35,30,36,-360.700000,1.006002,2.080990,0.021873,1.876294,0.014042,1.387541,0.005292,6.576859,0.010515,0.049841,662801.000000,19.540771,42.507946,-0.080820
35,7,35,30,37,-355.700000,0.954504,2.308575,0.019072,2.008025,0.013422,1.424254,0.006720,6.922638,0.010685,0.051934,725952.000000,19.912388,42.390141,-0.180844
35,7,35,30,38,-350.700000,0.923703,2.521290,0.018440,2.145820,0.015758,1.483245,0.012290,7.316532,0.013754,0.067846,746094.000000,19.968060,42.256115,0.236118
35,7,35,30,39,-345.700000,0.909993,2.773502,0.018191,2.346158,0.016162,1.606545,0.013529,7.928964,0.014516,0.071641,847252.000000,20.205196,42.250046,0.210943
35,7,35,30,40,-340.700000,0.890764,3.025808,0.017044,2.525002,0.017400,1.700593,0.017276,8.467473,0.016152,0.080424,898308.000000,20.676864,42.177912,0.199511
35,7,35,30,41,-335.700000,0.899672,3.289219,0.017310,2.785517,0.020022,1.900342,0.022351,9.296656,0.019052,0.093203,1040799.000000,21.192754,42.223751,0.185016
35,7,35,30,42,-330.700000,0.906514,3.595161,0.018368,3.082709,0.020788,2.125342,0.022824,10.238645,0.019820,0.095479,1120188.000000,21.734790,42.185623,0.137507
35,7,35,30,43,-325.700000,0.912791,3.949590,0.018146,3.426345,0.020188,2.385441,0.021873,11.325909,0.019303,0.091651,1290851.000000,22.438046,42.077984,0.117940
35,7,35,30,44,-320.700000,0.917230,4.311867,0.018367,3.774427,0.019545,2.647103,0.020369,12.424918,0.018686,0.087709,1425527.000000,23.072213,42.141434,0.096298
35,7,35,30,45,-315.700000,0.916193,4.741563,0.018125,4.164049,0.018714,2.924635,0.018979,13.647668,0.017919,0.083617,1576814.000000,23.797039,42.035391,0.073328
35,7,36,30,36,-360.700000,0.825269,2.004534,0.020442,1.508120,0.030042,0.925097,0.039569,5.197071,0.028744,0.161478,498754.000000,21.388870,42.427504,0.024159
35,7,36,30,37,-355.700000,0.856346,2.209421,0.018588,1.734655,0.024703,1.108121,0.030266,5.943983,0.023487,0.125984,554925.000000,21.959132,42.296696,0.089914
35,7,36,30,38,-350.700000,0.868927,2.415228,0.018547,1.936626,0.022345,1.260478,0.025634,6.593127,0.021001,0.109848,710685.000000,21.948675,42.168325,0.215066
35,7,36,30,39,-345.700000,0.877842,2.657385,0.017978,2.167390,0.020660,1.431236,0.022855,7.328591,0.019404,0.099360,781056.000000,22.342757,42.151528,0.218264
35,7,36,30,40,-340.700000,0.881902,2.892973,0.017110,2.384411,0.018833,1.587587,0.020108,8.015202,0.017678,0.089251,864174.000000,23.039949,42.098330,0.179746
35,7,36,30,41,-335.700000,0.883080,3.152364,0.017244,2.616437,0.019251,1.750463,0.020860,8.745534,0.018202,0.090940,968505.000000,23.719410,42.076913,0.173161
35,7,36,30,42,-330.700000,0.889846,3.436580,0.017846,2.888101,0.020843,1.952742,0.023487,9.607081,0.019908,0.097943,1050694.000000,24.668365,42.041909,0.151714
35,7,36,30,43,-325.700000,0.900927,3.765660,0.017682,3.218397,0.021615,2.209102,0.025259,10.658113,0.020822,0.100460,1190573.000000,25.632389,41.924335,0.128059
35,7,36,30,44,-320.700000,0.917617,4.102411,0.017996,3.583745,0.022435,2.510736,0.026594,11.826351,0.021712,0.102269,1287733.000000,26.627957,41.939918,0.096265
35,7,36,30,45,-315.700000,0.934716,4.503944,0.017830,4.022413,0.021811,2.876797,0.025449,13.225821,0.021163,0.097294,1549841.000000,27.801378,41.867694,0.095218
35,7,43,35,46,-310.700000,0.949049,2.779466,0.017420,2.444559,0.017251,1.742417,0.016518,8.287048,0.015765,0.074979,957973.000000,23.544314,41.970961,0.103430
35,7,43,35,47,-305.700000,0.941824,3.021559,0.017239,2.655417,0.016501,1.886325,0.015242,8.940269,0.015123,0.071675,1042751.000000,24.313969,41.965063,0.126648
35,7,43,35,48,-300.700000,0.929665,3.300342,0.017490,2.882737,0.016631,2.029925,0.015275,9.639074,0.015364,0.072955,1177244.000000,25.113300,42.014074,0.187374
35,7,43,35,49,-295.700000,0.921743,3.598804,0.017404,3.134844,0.017886,2.196396,0.017954,10.421201,0.016830,0.079851,1325792.000000,26.043723,41.998905,0.161705
35,7,43,35,50,-290.700000,0.923550,3.926673,0.017121,3.443436,0.018611,2.424254,0.019752,11.392922,0.017731,0.083329,1300731.000000,26.459033,41.941900,0.141640
35,7,43,35,51,-285.700000,0.927210,4.271083,0.016316,3.775694,0.018108,2.675236,0.019603,12.441308,0.017360,0.080735,1419496.000000,27.612343,41.864553,0.107549
35,7,43,35,52,-280.700000,0.933048,4.623536,0.015513,4.127154,0.019055,2.948690,0.022417,13.552773,0.018477,0.084925,1592837.000000,28.466267,41.826694,0.088673
35,7,43,35,53,-275.700000,0.953683,4.988337,0.014626,4.562109,0.019068,3.336231,0.023232,14.945475,0.018637,0.083490,1809660.000000,29.779677,41.819216,0.064921
35,7,47,34,48,-300.700000,0.981149,2.425864,0.017755,2.173548,0.015419,1.586844,0.012373,7.477417,0.013392,0.063103,871059.000000,20.912077,42.061702,0.082851
35,7,47,34,49,-295.700000,0.961491,2.641217,0.017206,2.341113,0.016460,1.685011,0.015075,7.978090,0.014772,0.069940,963257.000000,21.417694,42.066734,0.071654
35,7,47,34,50,-290.700000,0.956583,2.880319,0.017434,2.558892,0.018939,1.840867,0.019951,8.655917,0.017599,0.082752,1015499.000000,21.751557,42.125848,0.210777
35,7,47,34,51,-285.700000,0.962153,3.143372,0.017293,2.825740,0.018720,2.052277,0.019681,9.501450,0.017531,0.081164,1172878.000000,22.355344,42.082141,0.176127
35,7,47,34,52,-280.700000,0.959573,3.423895,0.016806,3.087875,0.019144,2.244774,0.021124,10.321629,0.018136,0.083389,1312580.000000,22.670167,42.100316,0.158277
35,7,47,34,53,-275.700000,0.973501,3.718791,0.015933,3.416869,0.018978,2.526458,0.021690,11.373345,0.018167,0.081784,1548915.000000,23.171341,42.072973,0.052626
35,7,47,34,54,-270.700000,0.981765,4.016422,0.014991,3.736334,0.016680,2.792756,0.018050,12.387868,0.015906,0.070554,1601291.000000,24.072983,42.017862,0.117229
35,7,47,34,55,-265.700000,0.982999,4.320909,0.014094,4.040082,0.015037,3.030551,0.015693,13.343754,0.014327,0.063083,1723926.000000,24.980248,41.995934,0.094452
35,7,48,34,48,-300.700000,0.883671,2.068449,0.024832,1.660252,0.031223,1.087924,0.036991,5.742296,0.029056,0.153362,638674.000000,22.936115,42.270009,0.068029
35,7,48,34,49,-295.700000,0.900271,2.325271,0.021440,1.919442,0.026423,1.289140,0.030802,6.576527,0.024790,0.126468,740557.000000,23.619213,42.274666,0.027150
35,7,48,34,50,-290.700000,0.914216,2.566992,0.019308,2.167423,0.024104,1.485008,0.028433,7.372643,0.022787,0.113133,930585.000000,23.906216,42.027884,0.248055
35,7,48,34,51,-285.700000,0.931668,2.820902,0.017948,2.441869,0.022873,1.711377,0.027402,8.256558,0.021797,0.105158,1022703.000000,24.733843,41.994771,0.218527
35,7,48,34,52,-280.700000,0.950002,3.073290,0.014898,2.725954,0.020403,1.953964,0.025682,9.172297,0.019683,0.092396,1158081.000000,25.258060,41.979668,0.203830
35,7,48,34,53,-275.700000,0.976838,3.278756,0.013023,2.998038,0.018307,2.213194,0.023346,10.061935,0.017742,0.080663,1355685.000000,26.149553,41.899278,0.163070
35,7,48,34,54,-270.700000,0.996459,3.500286,0.013222,3.274807,0.017862,2.470656,0.022279,10.957535,0.017262,0.076559,1481306.000000,27.310466,41.883210,0.151433
35,7,48,34,55,-265.700000,1.016927,3.741571,0.012747,3.582974,0.017075,2.763626,0.021180,11.953453,0.016520,0.071455,1562470.000000,28.611083,41.857030,0.121880
35,7,48,34,56,-260.700000,1.035009,3.977235,0.013494,3.886584,0.015827,3.055989,0.017853,12.932287,0.015137,0.064055,1825460.000000,29.608148,41.788945,0.116086
35,7,48,34,57,-255.700000,1.035001,4.278254,0.014072,4.198108,0.014841,3.309200,0.015303,13.910958,0.014070,0.059148,2014913.000000,31.049988,41.763822,0.088131
35,7,49,33,49,-295.700000,0.736103,2.674268,0.018474,1.852254,0.030869,1.033657,0.043759,6.184337,0.030366,0.181681,636554.000000,16.604521,42.543958,0.125244
35,7,49,33,50,-290.700000,0.776172,2.921287,0.017388,2.138137,0.025583,1.259813,0.033385,7.123318,0.025005,0.141383,779141.000000,16.889789,42.503261,0.030856
35,7,49,33,51,-285.700000,0.796772,3.182211,0.017211,2.399257,0.021998,1.454245,0.026452,7.965495,0.021256,0.116427,847968.000000,16.914183,42.436327,0.021246
35,7,49,33,52,-280.700000,0.808987,3.468988,0.016715,2.665917,0.019000,1.644489,0.020941,8.816456,0.018209,0.097625,1033799.000000,17.144012,42.433229,0.017558
35,7,49,33,53,-275.700000,0.809803,3.762049,0.015544,2.905788,0.017202,1.798612,0.018583,9.570925,0.016490,0.087748,1094015.000000,17.252762,42.419736,0.032888
35,7,49,33,54,-270.700000,0.816214,4.053762,0.014963,3.165768,0.016266,1.978717,0.017299,10.394702,0.015625,0.082084,1101896.000000,17.449978,42.451245,0.016345
35,7,49,33,55,-265.700000,0.815714,4.368594,0.013761,3.420729,0.017401,2.140911,0.020960,11.195137,0.016946,0.088613,1246740.000000,17.599454,42.427121,0.000829
35,7,49,33,56,-260.700000,0.840528,4.654939,0.012303,3.760994,0.018094,2.427443,0.023608,12.291820,0.017844,0.090357,1397212.000000,17.740977,42.395467,-0.004601
35,7,50,33,49,-295.700000,0.751705,3.073827,-0.004749,2.189347,0.005280,1.252954,0.016213,7.258996,0.006215,0.036008,792975.000000,18.955625,42.436492,0.033008
35,7,50,33,50,-290.700000,0.793914,3.000846,-0.001348,2.247151,0.006021,1.354522,0.013402,7.484575,0.006546,0.036168,722426.000000,19.534588,42.412644,0.021524
35,7,50,33,51,-285.700000,0.813141,3.033362,0.004533,2.324657,0.007269,1.434482,0.009909,7.748901,0.007151,0.038629,797136.000000,19.835323,42.375439,-0.003969
35,7,50,33,52,-280.700000,0.815335,3.138341,0.011199,2.416139,0.010729,1.496662,0.009983,8.038707,0.010012,0.053775,1000975.000000,20.006937,42.185883,0.170955
