fov,line,cellID,parentID,frame,tTrans,w,L,growthRateL2_0,area,growthRatearea2_0,V,growthRateV2_0,SA,growthRateSA2_0,beta2SA_V_2_0,Itot,xCM,yCM,orientation
16,4,29,19,23,-372.950000,0.818576,2.010061,0.010685,1.501590,0.006974,0.914236,0.002806,5.169139,0.005517,0.031194,366022.000000,24.344322,26.428157,0.076163
16,4,29,19,24,-367.950000,0.798498,2.117447,0.011898,1.553947,0.007238,0.927064,0.002057,5.311734,0.005669,0.032480,342631.000000,24.763292,26.509292,-0.005798
16,4,29,19,25,-362.950000,0.769778,2.261994,0.013858,1.614070,0.008967,0.933303,0.003438,5.470249,0.007353,0.043098,373517.000000,25.349085,26.492938,0.037584
16,4,29,19,26,-357.950000,0.748204,2.430904,0.015533,1.698677,0.011255,0.959149,0.006410,5.713968,0.009754,0.058110,379937.000000,25.927379,26.538020,0.054853
16,4,29,19,27,-352.950000,0.726871,2.639596,0.016863,1.805264,0.013389,0.994783,0.009353,6.027607,0.012015,0.072804,400750.000000,26.506930,26.572484,0.055977
16,4,29,19,28,-347.950000,0.712566,2.876010,0.016440,1.940383,0.013927,1.052193,0.010912,6.438214,0.012755,0.078048,450630.000000,27.247973,26.606539,0.068588
16,4,41,37,34,-317.950000,0.515524,1.529873,0.041383,0.731653,0.054153,0.283464,0.066517,2.477732,0.051472,0.449908,168013.000000,26.648735,26.678283,-0.042725
16,4,41,37,35,-312.950000,0.537069,1.846431,0.031828,0.929761,0.035461,0.377739,0.038172,3.115395,0.033567,0.276847,221099.000000,26.698851,26.629809,-0.070648
16,4,41,37,36,-307.950000,0.529651,2.117550,0.027487,1.061360,0.026553,0.427656,0.024943,3.523491,0.024844,0.204694,293285.000000,27.586882,26.615822,0.070751
16,4,41,37,37,-302.950000,0.523087,2.428479,0.022607,1.211585,0.017232,0.484410,0.011536,3.990780,0.015855,0.130619,223241.000000,28.092227,26.644873,-0.027945
16,4,41,37,38,-297.950000,0.496134,2.666553,0.017856,1.270143,0.009221,0.483539,-0.000360,4.156225,0.007961,0.068431,313772.000000,28.825937,26.642821,0.015089
16,4,52,2,53,-222.950000,1.153247,2.565600,0.008643,2.673355,0.010113,2.278383,0.011288,9.295251,0.009250,0.037739,1285202.000000,17.061149,26.574178,0.077834
16,4,52,2,54,-217.950000,1.156601,2.676477,0.008541,2.808538,0.009943,2.406975,0.011059,9.725166,0.009130,0.036891,1321165.000000,17.090366,26.575734,0.050256
16,4,52,2,55,-212.950000,1.160055,2.794189,0.006862,2.952618,0.007147,2.544568,0.007178,10.183200,0.006441,0.025778,1345913.000000,17.195936,26.591692,0.066033
16,4,52,2,56,-207.950000,1.152076,2.868223,0.005866,3.019573,0.005008,2.589632,0.003899,10.381109,0.004310,0.017278,1423533.000000,17.234776,26.595949,0.061997
16,4,52,2,57,-202.950000,1.142246,2.962441,0.006216,3.103839,0.005203,2.645535,0.003929,10.630634,0.004486,0.018027,1426651.000000,17.234288,26.600012,0.024093
16,4,52,2,58,-197.950000,1.132302,3.052381,0.005382,3.181076,0.004325,2.693580,0.003043,10.858031,0.003714,0.014973,1349225.000000,17.202546,26.589721,0.010017
16,4,52,2,59,-192.950000,1.123287,3.126729,0.005116,3.241434,0.004006,2.727513,0.002686,11.033942,0.003439,0.013914,1406723.000000,17.204232,26.564489,0.002512
16,4,52,2,60,-187.950000,1.113520,3.212351,0.007041,3.310926,0.007040,2.766840,0.006805,11.237527,0.006418,0.026069,1455933.000000,17.252374,26.581728,0.011031
16,4,52,2,61,-182.950000,1.115986,3.352914,0.008116,3.474533,0.009240,2.915796,0.010144,11.755223,0.008656,0.034899,1499232.000000,17.366577,26.569009,0.013969
16,4,52,2,62,-177.950000,1.119516,3.484470,0.008163,3.631957,0.009656,3.062615,0.010950,12.255105,0.009121,0.036496,1560059.000000,17.367270,26.569307,0.012860
16,4,52,2,63,-172.950000,1.126526,3.637368,0.008407,3.825247,0.010106,3.251155,0.011598,12.872959,0.009599,0.038008,1624437.000000,17.475936,26.571476,0.012851
16,4,53,2,53,-222.950000,1.057164,2.836241,0.006030,2.758534,0.007837,2.180221,0.009508,9.419663,0.007428,0.032094,1296062.000000,19.596217,26.593995,0.047345
