fov,line,cellID,parentID,frame0,frame1,t0Trans,t1Trans,divT,w0,w1,meanw,L0,L1,expfitBL0,expfitBL1,expfitBL2,area0,area1,expfitBarea0,expfitBarea1,expfitBarea2,V0,V1,expfitBV0,expfitBV1,expfitBV2,SA0,SA1,expfitBSA0,expfitBSA1,expfitBSA2,meanbeta2SA_V_4_0,Itot0,Itot1,xCM0,yCM0,xCM1,yCM1,orientation0,orientation1
0,1,43,34,35.000000,41.000000,-309.916667,-279.916667,35.000394,0.997126,0.807822,0.911461,2.097906,3.499381,2.020017,3.671811,0.017074,1.878507,2.686834,1.854368,2.836208,0.012141,1.378686,1.655536,1.396526,1.754104,0.006513,6.571825,8.880900,6.497906,9.313054,0.010284,0.049700,1045527.000000,1319619.000000,12.750973,5.345993,14.915846,5.512683,0.050714,0.051228
0,1,48,42,42.000000,50.000000,-274.916667,-234.916667,45.000394,0.728930,0.977122,0.895042,1.530870,3.611917,1.525791,3.957094,0.021178,1.001870,3.324388,1.033059,3.928358,0.029682,0.537454,2.464237,0.573652,3.137007,0.037756,3.505692,11.087568,3.618124,13.053497,0.028513,0.171901,472049.000000,1594703.000000,10.733050,5.465950,11.486693,5.588595,0.046707,-0.070812
0,1,49,42,42.000000,49.000000,-274.916667,-239.916667,40.000394,0.882240,0.945968,0.942746,1.905632,3.596925,1.851013,3.838069,0.018231,1.514190,3.210539,1.473242,3.643008,0.022634,0.985163,2.306369,0.960414,2.780650,0.026577,5.281725,10.689510,5.140457,12.096896,0.021395,0.110096,739560.000000,1474301.000000,12.377200,5.554016,14.573631,5.611966,0.123240,-0.093586
0,1,51,43,42.000000,50.000000,-274.916667,-234.916667,45.000394,0.831979,1.060104,0.976739,1.902742,4.834705,1.870237,5.260801,0.022983,1.434496,4.884118,1.421733,5.687517,0.030809,0.883647,3.955440,0.882840,4.922237,0.038186,4.973271,16.101580,4.922388,18.671530,0.029627,0.152974,691829.000000,2466306.000000,16.412323,5.584813,24.054756,5.699869,-0.014124,0.034357
0,1,54,49,50.000000,55.000000,-234.916667,-209.916667,30.000394,0.895535,0.834692,0.884867,2.048274,3.234405,1.992754,3.400852,0.017817,1.662194,2.550215,1.652003,2.751826,0.017009,1.102133,1.617603,1.120102,1.788936,0.015607,5.762627,8.481454,5.740282,9.117166,0.015422,0.079941,729986.000000,1246043.000000,14.137750,5.704065,16.427037,5.793715,-0.040260,-0.103985
0,1,55,49,50.000000,58.000000,-234.916667,-194.916667,45.000394,1.005822,0.928176,0.967195,1.981613,4.112001,1.912877,4.302267,0.018012,1.776043,3.631780,1.721809,3.823960,0.017731,1.308133,2.572957,1.273372,2.719414,0.016861,6.261668,11.990397,6.060184,12.530473,0.016143,0.077872,806390.000000,1702805.000000,16.037831,5.573707,22.596652,5.690221,-0.111562,0.068183
0,1,56,48,51.000000,59.000000,-229.916667,-189.916667,45.000394,0.943262,0.938198,0.950103,1.988741,3.781120,1.958853,3.933851,0.015495,1.684964,3.358543,1.654443,3.597550,0.017262,1.170020,2.397763,1.144521,2.641041,0.018582,5.893328,11.144606,5.772709,11.891558,0.016060,0.077739,777066.000000,1801829.000000,10.791840,5.554889,11.627768,5.684397,-0.000901,-0.044325
0,1,57,48,51.000000,59.000000,-229.916667,-189.916667,45.000394,1.056920,0.995456,1.022232,1.993386,3.930606,1.936995,4.112129,0.016729,1.867122,3.700089,1.823966,3.858140,0.016648,1.439805,2.800852,1.414028,2.902486,0.015981,6.618862,12.292252,6.459687,12.707691,0.015036,0.070157,985747.000000,2071625.000000,12.681685,5.473580,15.259413,5.900018,-0.078521,0.019988
0,1,60,54,56.000000,65.000000,-204.916667,-159.916667,50.000394,0.811269,0.981811,0.926348,1.956346,4.570724,1.907350,4.934970,0.019013,1.445881,4.280719,1.442892,4.861605,0.024294,0.871480,3.212659,0.890734,3.831744,0.029181,4.986093,14.098162,4.981853,15.938442,0.023259,0.116893,690647.000000,2559783.000000,16.193195,5.849176,24.376977,5.753003,-0.048239,0.005837
0,1,64,56,60.000000,71.000000,-184.916667,-129.916667,60.000394,0.896619,0.839890,0.870508,1.957380,4.341691,1.970568,4.577716,0.014048,1.582500,3.495161,1.606036,3.722695,0.014011,1.047184,2.250329,1.069655,2.415033,0.013573,5.513569,11.455958,5.567152,12.113065,0.012957,0.067048,819713.000000,2128170.000000,10.831201,5.704996,11.599020,5.811153,-0.050730,-0.026658
