fov,line,cellID,parentID,frame,tTrans,w,L,growthRateL2_0,area,growthRatearea2_0,V,growthRateV2_0,SA,growthRateSA2_0,beta2SA_V_2_0,Itot,xCM,yCM,orientation
3,5,22,14,27,-349.550000,1.050509,1.630189,0.016285,1.475701,0.010026,1.109447,0.002770,5.380070,0.006094,0.029553,172220.000000,19.263518,45.418355,-0.049846
3,5,22,14,28,-344.550000,1.001014,1.762925,0.014273,1.549675,0.010753,1.124810,0.006210,5.544007,0.007771,0.038301,186487.000000,19.350807,45.456486,0.018041
3,5,22,14,29,-339.550000,0.982915,1.881814,0.013648,1.642332,0.012698,1.179294,0.011044,5.810889,0.010579,0.052129,192489.000000,19.371310,45.352008,-0.116531
3,5,22,14,30,-334.550000,0.970608,2.019757,0.012624,1.758221,0.012438,1.255048,0.011681,6.158756,0.010759,0.052798,206291.000000,19.420852,45.332983,-0.099765
3,5,22,14,31,-329.550000,0.964341,2.136783,0.012742,1.861017,0.013038,1.325891,0.012813,6.473524,0.011544,0.056364,226691.000000,19.551657,45.387752,-0.089807
3,5,22,14,32,-324.550000,0.959098,2.292024,0.014336,2.000869,0.014920,1.424931,0.014965,6.906084,0.013412,0.065004,244155.000000,19.647619,45.421004,-0.059759
3,5,22,14,33,-319.550000,0.955403,2.465374,0.015329,2.159538,0.013832,1.539134,0.011771,7.399789,0.012196,0.058637,255140.000000,19.747531,45.446169,-0.068914
3,5,22,14,34,-314.550000,0.930938,2.669943,0.015324,2.299568,0.012179,1.606110,0.008340,7.808590,0.010471,0.050906,276113.000000,19.941916,45.465707,-0.040802
3,5,23,14,27,-349.550000,0.995198,1.906883,0.017541,1.685180,0.020854,1.225267,0.023507,5.961880,0.018773,0.091345,196231.000000,20.962611,45.346068,-0.015345
3,5,23,14,28,-344.550000,1.000834,2.074126,0.016818,1.860895,0.019928,1.369277,0.022432,6.521492,0.018133,0.086361,216837.000000,21.228661,45.351476,-0.088764
3,5,23,14,29,-339.550000,1.008164,2.255718,0.015988,2.056014,0.018371,1.532419,0.020180,7.144404,0.016767,0.078172,262472.000000,21.281639,45.425314,-0.213747
3,5,23,14,30,-334.550000,1.009201,2.434763,0.015284,2.238596,0.017703,1.678518,0.019637,7.719413,0.016299,0.074959,305458.000000,21.496881,45.348028,-0.214375
3,5,23,14,31,-329.550000,1.017807,2.627839,0.015447,2.452321,0.017202,1.862024,0.018449,8.402611,0.015855,0.071547,324748.000000,21.794571,45.399145,-0.194886
3,5,23,14,32,-324.550000,1.014274,2.840677,0.014797,2.660452,0.015540,2.022037,0.015810,9.051632,0.014266,0.063860,346442.000000,22.076136,45.455136,-0.171545
3,5,23,14,33,-319.550000,1.012299,3.048171,0.015390,2.865747,0.015937,2.181700,0.016017,9.693888,0.014707,0.065349,376252.000000,22.315423,45.468903,-0.186181
3,5,23,14,34,-314.550000,1.007631,3.309789,0.015809,3.117155,0.016131,2.371486,0.016006,10.477350,0.014955,0.066074,393780.000000,22.798887,45.510688,-0.151151
