fov,line,cellID,parentID,frame,tTrans,w,L,growthRateL2_0,area,growthRatearea2_0,V,growthRateV2_0,SA,growthRateSA2_0,beta2SA_V_2_0,Itot,xCM,yCM,orientation
32,1,18,7,28,-341.066667,0.933098,1.936550,0.012865,1.620143,0.013047,1.111568,0.012665,5.676830,0.011417,0.058309,117743.000000,23.309846,5.139508,0.063620
32,1,18,7,29,-336.066667,0.926753,2.061117,0.012712,1.725831,0.013718,1.181956,0.014237,6.000902,0.012304,0.062471,127910.000000,23.574298,5.156455,0.192230
32,1,18,7,30,-331.066667,0.928801,2.198558,0.012588,1.856893,0.013567,1.279846,0.014085,6.415206,0.012291,0.061608,138731.000000,23.898165,5.173633,0.176091
32,1,18,7,31,-326.066667,0.924401,2.337869,0.011402,1.977747,0.013072,1.362229,0.014396,6.789384,0.012061,0.060110,154712.000000,24.150589,5.236318,0.144140
32,1,18,7,32,-321.066667,0.934102,2.465115,0.010770,2.115419,0.013393,1.475956,0.015724,7.234048,0.012604,0.061774,184208.000000,24.459864,5.526727,-0.038426
32,1,18,7,33,-316.066667,0.941610,2.603359,0.010623,2.261076,0.013208,1.594301,0.015525,7.701136,0.012468,0.060223,197134.000000,24.835514,5.503216,-0.026857
32,1,18,7,34,-311.066667,0.951355,2.741660,0.011438,2.414060,0.012994,1.723473,0.014214,8.194188,0.012141,0.057722,213885.000000,25.121753,5.518930,-0.022823
32,1,18,7,35,-306.066667,0.948940,2.916948,0.012989,2.574762,0.014167,1.839274,0.014986,8.695953,0.013202,0.062416,222449.000000,25.471084,5.507797,0.022855
32,1,18,7,36,-301.066667,0.952948,3.120540,0.014675,2.778831,0.014952,1.999101,0.014816,9.342196,0.013884,0.064884,245576.000000,25.792057,5.470598,-0.061297
32,1,18,7,37,-296.066667,0.942519,3.374875,0.016566,2.990246,0.015023,2.135461,0.013012,9.993047,0.013799,0.064573,261982.000000,26.072648,5.531892,-0.050072
32,1,18,7,38,-291.066667,0.927443,3.679625,0.017223,3.228054,0.014686,2.276964,0.011694,10.721137,0.013494,0.063538,281230.000000,26.148936,5.543567,-0.044678
32,1,18,7,39,-286.066667,0.908394,4.008614,0.016414,3.464315,0.013640,2.401718,0.010389,11.439795,0.012564,0.059845,309991.000000,26.588020,5.503325,-0.038537
32,1,20,8,31,-326.066667,0.931643,2.184336,0.021817,1.848757,0.020465,1.277350,0.018220,6.393211,0.017961,0.089896,140507.000000,28.146679,5.121600,0.060988
32,1,20,8,32,-321.066667,0.915449,2.422614,0.016911,2.037932,0.015924,1.393715,0.014294,6.967357,0.014170,0.070839,157516.000000,28.325853,5.197129,0.057028
32,1,20,8,33,-316.066667,0.905651,2.594030,0.014184,2.173268,0.013318,1.476569,0.011959,7.380498,0.011994,0.059952,179491.000000,29.047904,5.244956,0.115946
32,1,20,8,34,-311.066667,0.895725,2.790541,0.013680,2.327378,0.014577,1.570297,0.015090,7.852594,0.013534,0.067680,166356.000000,29.427535,5.287879,0.161382
32,1,20,8,35,-306.066667,0.903153,2.975770,0.012542,2.512529,0.013110,1.713527,0.013332,8.443270,0.012231,0.060267,178373.000000,30.155405,5.322593,0.159857
32,1,20,8,36,-301.066667,0.893963,3.163748,0.010265,2.656771,0.008031,1.798743,0.005492,8.885286,0.007175,0.035441,195652.000000,30.812743,5.252781,0.134575
32,1,20,8,37,-296.066667,0.875771,3.300518,0.008649,2.725904,0.003894,1.812319,-0.001124,9.080767,0.003047,0.015265,225899.000000,31.632257,5.321918,0.135357
32,1,20,8,38,-291.066667,0.845508,3.449212,0.007195,2.762920,-0.000263,1.778381,-0.007957,9.161939,-0.001121,-0.005773,226287.000000,32.286790,5.335000,0.113219
32,1,20,8,39,-286.066667,0.805314,3.548702,0.002240,2.718644,-0.008731,1.670818,-0.019763,8.978105,-0.009451,-0.050785,186630.000000,33.250388,5.347385,0.075409
32,1,20,8,40,-281.066667,0.749918,3.528707,-0.001133,2.525553,-0.015291,1.448183,-0.030747,8.313409,-0.015991,-0.091797,170593.000000,34.571728,5.207888,0.026823
32,1,22,10,33,-316.066667,1.070734,1.693039,0.015405,1.566760,0.015572,1.203098,0.014887,5.695063,0.012808,0.060628,142291.000000,21.513680,5.541391,-0.117400
32,1,22,10,34,-311.066667,1.057826,1.823444,0.014047,1.688747,0.012861,1.292653,0.010913,6.059773,0.010369,0.048607,158591.000000,21.581665,5.585851,-0.140414
32,1,22,10,35,-306.066667,1.032639,1.949177,0.011827,1.783956,0.010594,1.344163,0.008706,6.323383,0.008632,0.040607,173671.000000,21.810270,5.522054,0.265167
32,1,22,10,36,-301.066667,1.023692,2.053965,0.009693,1.877737,0.008799,1.409674,0.007431,6.605600,0.007366,0.034518,177378.000000,21.975590,5.417330,0.319152
32,1,22,10,37,-296.066667,1.009034,2.148278,0.008152,1.949188,0.007337,1.448916,0.006122,6.809980,0.006192,0.029100,188858.000000,22.043975,5.457644,0.310067
32,1,22,10,38,-291.066667,1.003479,2.229085,0.005756,2.020742,0.004746,1.498381,0.003465,7.027241,0.003939,0.018474,198071.000000,21.920520,5.495954,0.300414
32,1,22,10,39,-286.066667,0.990871,2.276580,0.003533,2.045096,0.001871,1.500831,-0.000005,7.086796,0.001271,0.006001,208466.000000,22.069898,5.483325,0.268245
32,1,22,10,40,-281.066667,0.980945,2.309519,0.004258,2.059009,0.002527,1.498305,0.000564,7.117311,0.001865,0.008861,223858.000000,22.231000,5.466450,0.230798
32,1,22,10,41,-276.066667,0.967638,2.374918,0.005528,2.097123,0.004025,1.509286,0.002247,7.219569,0.003276,0.015673,211289.000000,22.070151,5.540956,-0.369648
32,1,22,10,42,-271.066667,0.959029,2.440809,0.005280,2.143428,0.003269,1.532219,0.001012,7.353856,0.002537,0.012177,220820.000000,22.217311,5.535952,-0.335152
32,1,22,10,43,-266.066667,0.941554,2.503787,0.007055,2.167202,0.005170,1.524797,0.002947,7.406153,0.004306,0.020914,236528.000000,22.385550,5.527500,-0.310276
32,1,22,10,44,-261.066667,0.933086,2.617461,0.009310,2.255472,0.009211,1.577152,0.008790,7.672760,0.008354,0.040641,247645.000000,22.579928,5.584142,-0.261981
32,1,22,10,45,-256.066667,0.932299,2.747484,0.009564,2.374949,0.010149,1.663434,0.010447,8.047116,0.009384,0.045397,244828.000000,22.831198,5.584314,-0.221101
32,1,22,10,46,-251.066667,0.931415,2.880228,0.010100,2.496512,0.010105,1.750927,0.009802,8.427909,0.009297,0.044748,248356.000000,22.903409,5.665262,-0.241220
32,1,22,10,47,-246.066667,0.925116,3.038401,0.011774,2.627210,0.012084,1.835059,0.012062,8.830624,0.011216,0.053975,267207.000000,23.315553,5.609764,-0.224971
32,1,22,10,48,-241.066667,0.925875,3.237977,0.012526,2.813997,0.014490,1.972270,0.016182,9.418379,0.013743,0.065631,275346.000000,23.592698,5.630246,-0.212099
32,1,22,10,49,-236.066667,0.935804,3.443991,0.013313,3.034966,0.014842,2.154214,0.016054,10.125035,0.014074,0.066151,276624.000000,23.899985,5.640032,-0.161401
32,1,22,10,50,-231.066667,0.933746,3.696471,0.013661,3.264457,0.014060,2.318112,0.014141,10.843408,0.013250,0.061979,293214.000000,24.353075,5.634425,-0.147410
32,1,23,10,33,-316.066667,0.949248,1.626628,0.007372,1.350701,0.012641,0.927237,0.017918,4.850848,0.012250,0.064087,114719.000000,22.979623,5.337668,-0.153425
32,1,23,10,34,-311.066667,0.971576,1.686587,0.007936,1.436073,0.012244,1.010306,0.016337,5.147966,0.011649,0.059355,117925.000000,23.200744,5.361892,-0.189789
32,1,23,10,35,-306.066667,0.985501,1.760477,0.008113,1.526528,0.010490,1.092295,0.012554,5.450511,0.009597,0.047887,140484.000000,23.422626,5.469363,-0.390399
32,1,23,10,36,-301.066667,0.986738,1.829407,0.007686,1.596198,0.009765,1.147435,0.011585,5.671032,0.008912,0.044044,156265.000000,23.641777,5.415209,-0.312806
32,1,23,10,37,-296.066667,0.997234,1.901077,0.008155,1.682402,0.009719,1.225220,0.010953,5.955888,0.008776,0.042662,162914.000000,23.802636,5.464463,-0.353693
