fov,line,cellID,parentID,frame,tTrans,w,L,growthRateL2_0,area,growthRatearea2_0,V,growthRateV2_0,SA,growthRateSA2_0,beta2SA_V_2_0,Itot,xCM,yCM,orientation
26,2,37,28,34,-311.800000,1.045135,1.949640,0.014918,1.803226,0.020997,1.373717,0.026773,6.401427,0.019594,0.091621,895027.000000,13.361811,10.920542,-0.061101
26,2,37,28,35,-306.783333,1.067946,2.095545,0.014272,1.993173,0.020868,1.558219,0.027179,7.030659,0.019776,0.089241,1035075.000000,13.628334,11.026683,-0.036259
26,2,37,28,36,-301.800000,1.102946,2.248718,0.013372,2.219154,0.018354,1.797228,0.022871,7.791824,0.017266,0.074865,1255986.000000,13.592798,11.038702,-0.020774
26,2,37,28,37,-296.783333,1.112645,2.396234,0.012658,2.400486,0.014948,1.969264,0.016783,8.375984,0.013667,0.058140,1447011.000000,13.894070,10.978565,-0.070128
26,2,37,28,38,-291.800000,1.114649,2.552023,0.012329,2.577980,0.013894,2.127733,0.015021,8.936608,0.012653,0.053149,1591565.000000,14.134638,11.078572,-0.022885
26,2,37,28,39,-286.783333,1.116275,2.710873,0.012127,2.758670,0.011058,2.288873,0.009523,9.506708,0.009682,0.040286,1616085.000000,14.183348,11.144222,-0.024179
26,2,37,28,40,-281.783333,1.089113,2.881325,0.011992,2.883535,0.008699,2.346070,0.004862,9.858595,0.007216,0.030276,1662353.000000,14.494555,11.134785,-0.026238
26,2,37,28,41,-276.800000,1.064244,3.055826,0.012426,3.009083,0.010154,2.402755,0.007373,10.216914,0.008851,0.037577,1809559.000000,14.802634,11.144974,0.008351
26,2,37,28,42,-271.800000,1.050618,3.260413,0.012936,3.188573,0.011027,2.522922,0.008681,10.761368,0.009843,0.041990,1816838.000000,15.110184,11.185396,-0.020394
26,2,37,28,43,-266.800000,1.032129,3.477584,0.012490,3.360702,0.010244,2.621762,0.007540,11.276166,0.009131,0.039276,1950478.000000,15.419767,11.230804,-0.025447
26,2,44,29,36,-301.800000,1.060267,2.434695,0.014988,2.340179,0.016754,1.837594,0.017986,8.109793,0.015230,0.067453,1222280.000000,15.916788,11.038696,-0.016474
26,2,44,29,37,-296.783333,1.061467,2.617758,0.015362,2.536869,0.015694,2.003397,0.015461,8.729430,0.014135,0.061604,1385574.000000,16.377530,11.012176,-0.069966
26,2,44,29,38,-291.800000,1.048426,2.836825,0.016473,2.738311,0.016370,2.147346,0.015685,9.343726,0.014796,0.064397,1477345.000000,16.783465,11.133700,-0.043071
26,2,44,29,39,-286.783333,1.043330,3.085065,0.017270,2.985139,0.016249,2.340205,0.014669,10.111973,0.014722,0.063733,1582742.000000,16.980966,11.243724,-0.010871
26,2,44,29,40,-281.783333,1.023244,3.370518,0.018991,3.224169,0.018090,2.491211,0.016593,10.834924,0.016580,0.072007,1761196.000000,17.563421,11.198616,-0.025566
26,2,44,29,41,-276.800000,1.017599,3.724085,0.020316,3.567403,0.021251,2.752879,0.021682,11.905458,0.019954,0.086169,1995873.000000,18.113268,11.194580,-0.025205
26,2,44,29,42,-271.800000,1.018892,4.125842,0.021248,3.981001,0.023030,3.087103,0.024359,13.206590,0.021872,0.093586,2215334.000000,18.755732,11.237606,-0.044145
26,2,44,29,43,-266.800000,1.023546,4.600743,0.020645,4.484246,0.022445,3.504852,0.023838,14.793990,0.021460,0.090601,2575231.000000,19.432536,11.264088,-0.029679
26,2,50,37,44,-261.783333,1.085049,1.937541,0.010458,1.849670,0.007268,1.457156,0.003464,6.604659,0.005210,0.023537,1094961.000000,14.945290,11.214104,0.107550
26,2,50,37,45,-256.800000,1.058079,2.038520,0.011860,1.916662,0.008592,1.482310,0.004621,6.776149,0.006445,0.029462,1166391.000000,15.279939,11.239067,0.060758
26,2,50,37,46,-251.783333,1.028464,2.179303,0.013929,2.014342,0.011177,1.525648,0.007676,7.041358,0.009045,0.041820,1143625.000000,15.684280,11.233897,-0.070969
26,2,50,37,47,-246.783333,1.007426,2.342589,0.014709,2.142184,0.011983,1.599617,0.008582,7.414111,0.010024,0.046466,1223714.000000,16.084445,11.238293,-0.052222
26,2,50,37,48,-241.783333,0.981778,2.523881,0.016546,2.271039,0.013635,1.662922,0.010006,7.784526,0.011687,0.054626,1283598.000000,16.409280,11.281782,-0.053164
26,2,50,37,49,-236.800000,0.959993,2.759487,0.018224,2.451315,0.015828,1.765733,0.012752,8.322358,0.014016,0.065961,1378012.000000,16.809879,11.341869,-0.052470
26,2,50,37,50,-231.800000,0.941387,3.025923,0.018361,2.658381,0.017340,1.887713,0.015726,8.949026,0.015827,0.075037,1452025.000000,17.390236,11.291097,-0.045958
26,2,50,37,51,-226.800000,0.935097,3.315085,0.018470,2.912277,0.019382,2.062596,0.019824,9.738704,0.018160,0.085897,1584095.000000,17.813819,11.300462,-0.055563
26,2,50,37,52,-221.783333,0.937687,3.639231,0.018656,3.223770,0.021091,2.297288,0.023141,10.720560,0.020073,0.093838,1769848.000000,18.332684,11.356591,-0.049927
26,2,50,37,53,-216.783333,0.947657,3.995165,0.018558,3.593323,0.021251,2.595106,0.023581,11.894217,0.020354,0.093299,2067135.000000,18.731967,11.419958,-0.006279
26,2,50,37,54,-211.783333,0.954898,4.380653,0.018379,3.987395,0.021341,2.909252,0.023998,13.141519,0.020540,0.092636,2526158.000000,19.261402,11.454128,-0.037194
26,2,50,37,55,-206.800000,0.967671,4.798960,0.017196,4.442865,0.020774,3.292113,0.024101,14.588977,0.020127,0.089051,2876790.000000,19.767123,11.540932,-0.035522
26,2,50,37,56,-201.800000,0.983032,5.204491,0.016210,4.908800,0.018412,3.701359,0.020336,16.072955,0.017802,0.077316,3328369.000000,20.589074,11.424953,-0.028571
26,2,50,37,57,-196.800000,0.984407,5.642600,0.016104,5.346651,0.017432,4.044813,0.018517,17.450330,0.016831,0.072622,3955911.000000,21.342026,11.445714,0.025443
26,2,50,37,58,-191.800000,0.989841,6.113201,0.015756,5.840832,0.017883,4.450336,0.019807,19.010078,0.017371,0.074206,4456196.000000,22.038194,11.566528,-0.023585
26,2,50,37,59,-186.800000,0.999989,6.605822,0.016217,6.391153,0.017457,4.926297,0.018469,20.752577,0.016943,0.071490,4739725.000000,22.818503,11.565094,-0.021838
26,2,50,37,60,-181.783333,0.998042,7.186222,0.016099,6.958392,0.016250,5.361705,0.016187,22.531987,0.015742,0.066377,5220907.000000,23.804196,11.602972,-0.009857
