fov,line,cellID,parentID,frame,tTrans,w,L,growthRateL2_0,area,growthRatearea2_0,V,growthRateV2_0,SA,growthRateSA2_0,beta2SA_V_2_0,Itot,xCM,yCM,orientation
1,7026,33,18,161,320.200000,1.044367,3.294787,0.017903,3.206899,0.017198,2.524217,0.015934,10.810113,0.015733,0.067379,3082355.000000,12.718489,49.219348,0.045853
1,7026,33,18,162,325.200000,1.033620,3.607743,0.017349,3.499761,0.016736,2.738140,0.015625,11.715108,0.015450,0.066103,3369351.000000,12.984035,49.267595,0.105250
1,7026,34,19,157,300.200000,1.200923,2.467026,0.022236,2.653206,0.021851,2.341001,0.020461,9.307623,0.018957,0.075370,2702424.000000,13.989248,49.414110,-0.063381
1,7026,34,19,158,305.200000,1.183200,2.741312,0.021894,2.943087,0.021382,2.580496,0.019973,10.189823,0.018842,0.074404,2987939.000000,14.604512,49.482429,-0.066209
1,7026,34,19,159,310.200000,1.165183,3.067212,0.023179,3.282509,0.021610,2.856415,0.019184,11.227623,0.019226,0.075571,3263864.000000,14.964675,49.408863,-0.082511
1,7026,34,19,160,315.200000,1.138562,3.452276,0.023807,3.652437,0.021518,3.128465,0.018417,12.348440,0.019366,0.076440,3546377.000000,15.578534,49.334534,-0.066906
1,7026,34,19,161,320.200000,1.114671,3.889105,0.024777,4.068431,0.022257,3.432599,0.019007,13.619028,0.020351,0.080744,3970570.000000,16.181556,49.326054,-0.044547
1,7026,34,19,162,325.200000,1.089903,4.415867,0.025666,4.557945,0.022449,3.780907,0.018578,15.120072,0.020748,0.082972,4432261.000000,16.724277,49.227968,0.032270
1,7026,34,19,163,330.200000,1.061954,5.022479,0.024156,5.091627,0.020963,4.135028,0.017128,16.756136,0.019528,0.079132,4934231.000000,17.534761,49.262988,0.023292
1,7026,35,19,157,300.200000,1.038992,2.536068,0.020417,2.403291,0.024131,1.856549,0.027233,8.277954,0.022313,0.099489,2190382.000000,16.352782,49.432801,0.102430
1,7026,35,19,158,305.200000,1.047928,2.794966,0.020786,2.693257,0.023248,2.109348,0.025051,9.201482,0.021506,0.093814,2443860.000000,17.267617,49.477337,0.060858
1,7026,35,19,159,310.200000,1.047425,3.117021,0.022239,3.029407,0.023535,2.384971,0.024166,10.256818,0.021777,0.093656,2889515.000000,17.869230,49.483434,-0.007890
1,7026,35,19,160,315.200000,1.043507,3.488164,0.022944,3.406241,0.024161,2.685688,0.024761,11.435155,0.022555,0.096037,3238015.000000,18.864701,49.404926,-0.002449
1,7026,35,19,161,320.200000,1.043012,3.917354,0.024081,3.852386,0.024493,3.049987,0.024309,12.836064,0.022982,0.096721,3542917.000000,19.935117,49.419883,-0.003316
1,7026,35,19,162,325.200000,1.033269,4.431495,0.024593,4.349808,0.024723,3.427117,0.024307,14.385120,0.023356,0.098035,4001424.000000,21.008978,49.362333,-0.003832
1,7026,35,19,163,330.200000,1.029582,5.007174,0.022994,4.927809,0.023459,3.883008,0.023481,16.195838,0.022360,0.093264,4482431.000000,22.438788,49.364891,-0.002900
