fov,line,cellID,parentID,frame,tTrans,w,L,growthRateL2_0,area,growthRatearea2_0,V,growthRateV2_0,SA,growthRateSA2_0,beta2SA_V_2_0,Itot,xCM,yCM,orientation
15,173,9,3,38,-352.200000,0.871933,1.824799,0.013954,1.427948,0.016558,0.916063,0.018675,4.998597,0.015076,0.082264,322738.000000,18.155005,4.837067,0.067951
15,173,9,3,39,-347.200000,0.876507,1.952112,0.014332,1.546169,0.017320,1.001599,0.019848,5.375391,0.015955,0.085630,390485.000000,18.791456,4.793570,0.052233
15,173,9,3,40,-342.200000,0.885740,2.104576,0.015981,1.695744,0.022816,1.114859,0.029498,5.856264,0.021759,0.114299,382477.000000,19.445313,4.744339,0.031939
15,173,9,3,41,-337.200000,0.924928,2.288453,0.017230,1.933065,0.022428,1.330463,0.027002,6.649669,0.021217,0.106042,456131.000000,20.153786,4.731684,0.042302
15,173,9,3,42,-332.200000,0.925697,2.498866,0.017951,2.129298,0.023589,1.474115,0.028981,7.267111,0.022370,0.110279,513631.000000,20.818225,4.668418,0.017421
15,173,9,3,43,-327.200000,0.962398,2.737032,0.019175,2.435347,0.027080,1.757672,0.034591,8.275311,0.026076,0.122766,601419.000000,21.912300,4.618124,-0.011878
15,173,9,3,44,-322.200000,0.992185,3.023681,0.020483,2.788791,0.026581,2.082113,0.032196,9.424942,0.025408,0.115015,646724.000000,22.767557,4.584099,-0.005357
15,173,9,3,45,-317.200000,1.011922,3.356366,0.020611,3.176631,0.023947,2.428038,0.026750,10.670045,0.022685,0.099688,733826.000000,23.643007,4.518784,0.001736
15,173,9,3,46,-312.200000,1.014816,3.715461,0.021883,3.549502,0.023611,2.731619,0.024815,11.845408,0.022275,0.096593,864349.000000,24.995897,4.481400,-0.014397
15,173,9,3,47,-307.200000,1.016028,4.169426,0.021776,4.014719,0.023176,3.105885,0.024100,13.308589,0.021989,0.094220,993582.000000,26.118570,4.427591,-0.020796
15,173,10,3,38,-352.200000,0.866167,1.794099,0.024156,1.392985,0.029746,0.887030,0.034581,4.882000,0.027238,0.149910,324930.000000,19.872015,4.778267,-0.022926
15,173,10,3,39,-347.200000,0.878074,2.010791,0.021443,1.600163,0.026724,1.040401,0.031378,5.546872,0.024847,0.132470,374036.000000,20.747309,4.750876,-0.056904
15,173,10,3,40,-342.200000,0.895480,2.225277,0.021320,1.820605,0.028687,1.213485,0.035655,6.260222,0.027189,0.140267,455186.000000,21.559906,4.696101,-0.050003
15,173,10,3,41,-337.200000,0.928459,2.485220,0.021882,2.122431,0.031580,1.473063,0.040996,7.248991,0.030393,0.149563,513643.000000,22.469628,4.684362,-0.038799
15,173,10,3,42,-332.200000,0.972872,2.769097,0.021527,2.490861,0.029661,1.817380,0.037243,8.463378,0.028491,0.132680,580274.000000,23.295121,4.588623,-0.053587
15,173,10,3,43,-327.200000,0.997937,3.081321,0.021070,2.861247,0.028857,2.149907,0.036361,9.660287,0.027763,0.124749,720549.000000,24.758396,4.510573,-0.054490
15,173,10,3,44,-322.200000,1.037836,3.418344,0.020889,3.316531,0.029864,2.599109,0.038559,11.145362,0.028962,0.124193,808610.000000,25.922503,4.478951,-0.039089
15,173,10,3,45,-317.200000,1.080902,3.795384,0.019716,3.851709,0.026539,3.152099,0.032921,12.888191,0.025659,0.104915,931625.000000,27.115137,4.418616,-0.031674
15,173,10,3,46,-312.200000,1.104091,4.166627,0.017535,4.338731,0.025216,3.636827,0.032848,14.452376,0.024567,0.097628,1100470.000000,28.875514,4.329526,-0.036775
15,173,10,3,47,-307.200000,1.156121,4.526011,0.015881,4.945777,0.024548,4.346741,0.032664,16.438751,0.024167,0.091396,1336976.000000,30.380535,4.276417,-0.018458
15,173,15,2,40,-342.200000,0.755625,1.868744,0.012560,1.289539,0.013954,0.725066,0.014925,4.436149,0.012778,0.078182,273002.000000,15.583140,4.909188,0.077637
15,173,15,2,41,-337.200000,0.756400,1.986106,0.016677,1.379508,0.023463,0.779175,0.030197,4.719583,0.022416,0.135780,308254.000000,15.902468,4.924872,0.065102
15,173,15,2,42,-332.200000,0.794934,2.199968,0.019677,1.613219,0.028493,0.960354,0.036843,5.494113,0.027513,0.157401,273785.000000,16.141651,4.843618,0.041082
15,173,15,2,43,-327.200000,0.819951,2.418984,0.018965,1.839167,0.026794,1.132995,0.034337,6.231187,0.025834,0.142080,387438.000000,16.656798,4.799180,0.012897
15,173,15,2,44,-322.200000,0.850492,2.658737,0.021425,2.106005,0.031579,1.349391,0.041598,7.103877,0.030641,0.161309,432102.000000,17.119663,4.855121,-0.080329
15,173,15,2,45,-317.200000,0.895499,2.988628,0.020046,2.504219,0.026647,1.694309,0.032650,8.407882,0.025704,0.127555,487013.000000,17.496235,4.818428,-0.075955
15,173,15,2,46,-312.200000,0.905249,3.257839,0.018341,2.773295,0.023185,1.902583,0.027745,9.265046,0.022251,0.108358,589604.000000,18.108091,4.783717,-0.063868
15,173,15,2,47,-307.200000,0.929284,3.586135,0.018309,3.147214,0.023762,2.222184,0.028765,10.469473,0.023008,0.108400,661444.000000,18.634308,4.760946,-0.060347
