fov,line,cellID,parentID,frame0,frame1,t0Trans,t1Trans,divT,w0,w1,meanw,L0,L1,expfitBL0,expfitBL1,expfitBL2,area0,area1,expfitBarea0,expfitBarea1,expfitBarea2,V0,V1,expfitBV0,expfitBV1,expfitBV2,SA0,SA1,expfitBSA0,expfitBSA1,expfitBSA2,meanbeta2SA_V_4_0,Itot0,Itot1,xCM0,yCM0,xCM1,yCM1,orientation0,orientation1
0,1,40,32,32.000000,41.000000,-384.883333,-339.883333,50.000528,0.757005,0.988180,0.963664,1.891985,4.394213,1.923898,4.624499,0.017540,1.309262,4.132715,1.463919,4.840236,0.023917,0.737969,3.117477,0.909119,4.065891,0.029958,4.499518,13.641655,5.056528,15.996299,0.023034,0.127940,696730.000000,2139099.000000,28.990854,6.720244,23.912852,6.939615,0.055050,0.050581
0,1,41,32,32.000000,42.000000,-384.883333,-334.883333,55.000528,0.644810,1.147935,0.983239,1.639154,5.185370,1.858562,5.860747,0.020881,0.967716,5.669675,1.281114,7.024163,0.030939,0.465082,4.970639,0.718989,6.740403,0.040691,3.320483,18.700229,4.396133,23.075238,0.030146,0.189476,510699.000000,3487415.000000,27.189671,6.681931,18.430604,7.047342,-0.068412,-0.018351
0,1,42,31,39.000000,49.000000,-349.883333,-299.883333,55.000528,0.878715,1.044746,0.939408,1.911761,4.408759,1.882033,4.600733,0.016252,1.514190,4.371798,1.498653,4.399078,0.019579,0.981735,3.480905,0.976568,3.366848,0.022503,5.277540,14.470284,5.215617,14.434542,0.018508,0.090247,653203.000000,2176630.000000,29.882418,6.784676,25.422109,7.060261,0.029271,-0.048622
0,1,48,30,43.000000,50.000000,-329.883333,-294.883333,40.000528,0.793500,0.956235,0.887757,2.164615,3.872245,2.198044,4.150633,0.015892,1.582500,3.506546,1.611592,3.897094,0.022075,0.939645,2.551968,0.958953,2.937265,0.027985,5.396069,11.632610,5.483089,12.888172,0.021366,0.116579,725729.000000,1557930.000000,32.970300,6.910168,32.500889,7.052246,0.008102,-0.040741
0,1,49,30,43.000000,49.000000,-329.883333,-299.883333,35.000528,0.924577,0.983187,0.932770,2.267104,3.464855,2.249752,3.589622,0.013349,1.912662,3.199154,1.864696,3.250670,0.015879,1.315197,2.381739,1.258860,2.369061,0.018065,6.585131,10.702151,6.407171,10.818366,0.014966,0.073559,943318.000000,1510554.000000,30.861705,6.828165,29.232762,7.019037,0.023425,-0.091726
0,1,52,49,50.000000,62.000000,-294.883333,-234.883333,65.000528,0.951443,1.111292,1.021179,2.011035,4.387603,1.950829,4.555141,0.013046,1.719118,4.610880,1.661016,4.762852,0.016206,1.204315,3.896427,1.158974,3.996025,0.019043,6.011078,15.318114,5.804022,15.725724,0.015335,0.071696,806971.000000,3010375.000000,29.635748,6.953166,23.790148,6.993724,-0.024571,0.038570
0,1,53,49,50.000000,59.000000,-294.883333,-249.883333,50.000528,1.032928,0.963463,0.988563,1.841896,3.834469,1.790740,4.092150,0.016529,1.673579,3.495161,1.602980,3.771160,0.017110,1.254937,2.561396,1.182606,2.785590,0.017135,5.977025,11.606198,5.694351,12.408535,0.015578,0.069576,778144.000000,2072788.000000,27.772486,7.097365,21.711886,7.059925,-0.125511,0.057005
0,1,54,42,50.000000,58.000000,-294.883333,-254.883333,45.000528,1.047872,1.085968,1.105229,2.473884,5.160357,2.333259,5.435280,0.018792,2.356672,5.350898,2.285226,5.879000,0.020998,1.832238,4.444447,1.829860,5.087133,0.022722,8.143990,17.605435,7.929967,19.269575,0.019731,0.081333,1257122.000000,3211798.000000,25.690473,7.058695,18.262500,7.072848,-0.105659,0.005496
0,1,56,48,51.000000,58.000000,-289.883333,-254.883333,40.000528,0.837612,0.851170,0.845605,2.232157,4.061581,2.143044,4.295154,0.017382,1.719118,3.301618,1.623049,3.575369,0.019744,1.076137,2.149651,0.999099,2.380363,0.021704,5.873779,10.860784,5.543583,11.714786,0.018705,0.099009,765691.000000,1627008.000000,33.279801,7.028774,32.545340,6.799733,-0.039279,0.020713
0,1,57,48,51.000000,57.000000,-289.883333,-259.883333,35.000528,0.898421,0.896591,0.888647,2.004915,3.316111,1.926338,3.500213,0.017063,1.628039,2.800683,1.556331,2.928995,0.018067,1.081151,1.904977,1.028989,1.968945,0.018541,5.658817,9.340571,5.417428,9.699625,0.016642,0.086155,782356.000000,1301023.000000,31.219077,7.071300,29.531611,6.890391,-0.064183,0.096440
0,1,58,57,58.000000,68.000000,-254.883333,-204.883333,55.000528,0.889892,0.885152,0.884335,1.675025,3.263990,1.586291,3.219414,0.012869,1.320647,2.720989,1.264267,2.637791,0.013372,0.857311,1.826952,0.830837,1.738555,0.013425,4.682834,9.076464,4.497286,8.762352,0.012127,0.068660,645337.000000,1449775.000000,29.921991,6.960335,26.973224,7.074344,0.128014,-0.082334
0,1,59,57,58.000000,69.000000,-254.883333,-199.883333,60.000528,0.985487,0.911542,0.912666,1.805740,4.192326,1.705261,4.223940,0.015118,1.571115,3.643165,1.399718,3.660599,0.016023,1.126792,2.537597,0.944777,2.537767,0.016468,5.590567,12.005531,4.938216,11.989052,0.014783,0.072841,797606.000000,2119199.000000,28.301788,6.828027,22.731435,7.025528,0.028315,-0.073082
