fov,line,cellID,parentID,frame0,frame1,t0Trans,t1Trans,divT,w0,w1,meanw,L0,L1,expfitBL0,expfitBL1,expfitBL2,area0,area1,expfitBarea0,expfitBarea1,expfitBarea2,V0,V1,expfitBV0,expfitBV1,expfitBV2,SA0,SA1,expfitBSA0,expfitBSA1,expfitBSA2,meanbeta2SA_V_4_0,Itot0,Itot1,xCM0,yCM0,xCM1,yCM1,orientation0,orientation1
0,1,22,16,29.000000,34.000000,-400.000000,-375.000000,30.000008,1.072369,1.060221,1.055266,2.512697,4.082547,2.398298,4.300774,0.019468,2.447751,4.087176,2.319825,4.266331,0.020309,1.946588,3.292240,1.833294,3.397141,0.020561,8.465141,13.598078,8.037492,14.101985,0.018740,0.080068,559625.000000,971373.000000,20.871016,12.661568,24.270238,12.461609,-0.065385,-0.011696
0,1,24,18,30.000000,43.000000,-395.000000,-330.000000,70.000008,0.902601,0.887093,0.889111,2.350594,5.003097,2.228085,4.942349,0.011381,1.946816,4.269334,1.889060,4.072811,0.010975,1.311529,2.909438,1.304184,2.675861,0.010267,6.665360,13.943052,6.483053,13.239875,0.010201,0.056616,428164.000000,953054.000000,12.740354,13.019896,14.133055,12.841558,0.047861,-0.046293
0,1,25,18,30.000000,46.000000,-395.000000,-315.000000,85.000008,0.913934,1.004637,0.997505,2.201711,4.215913,2.162981,4.159041,0.007692,1.832967,4.018866,1.924954,3.998074,0.008599,1.244521,3.076492,1.400500,3.085467,0.009293,6.321573,13.306099,6.680504,13.220477,0.008030,0.042582,395804.000000,1015637.000000,14.860460,12.892143,19.916628,12.541028,-0.012129,-0.045101
0,1,26,19,30.000000,42.000000,-395.000000,-335.000000,65.000008,1.043046,1.009253,0.977082,2.341357,4.819035,2.191580,4.678281,0.011666,2.208669,4.645035,1.975533,4.307892,0.011994,1.703536,3.586096,1.455023,3.172347,0.011992,7.672221,15.279535,6.844492,14.106868,0.011126,0.054241,501980.000000,1182247.000000,17.064300,12.871100,22.081147,12.510575,0.008169,0.003616
0,1,27,19,30.000000,42.000000,-395.000000,-335.000000,65.000008,1.050119,0.993169,0.999509,2.014209,4.947435,1.941446,4.935936,0.014356,1.878507,4.701960,1.758609,4.683875,0.015071,1.441333,3.576331,1.307847,3.550828,0.015366,6.644968,15.436654,6.175826,15.290969,0.013948,0.059673,408004.000000,1144705.000000,19.109000,12.736747,26.870832,12.293235,-0.051106,-0.035002
0,1,35,24,44.000000,52.000000,-325.000000,-285.000000,45.000008,0.883741,0.936424,0.932224,2.830587,5.064093,2.660055,5.295617,0.015301,2.333902,4.553956,2.250046,4.864862,0.017135,1.555573,3.272706,1.541270,3.567857,0.018652,7.858713,14.897867,7.610318,15.871101,0.016333,0.075044,550769.000000,1236075.000000,15.510537,12.735816,18.673300,12.569260,-0.045265,-0.085777
0,1,36,25,47.000000,56.000000,-310.000000,-265.000000,50.000008,1.043852,1.103570,1.063991,2.405334,4.518142,2.329152,4.708299,0.014076,2.276978,4.724729,2.164895,4.955541,0.016563,1.760692,3.969790,1.643127,4.183717,0.018692,7.887955,15.664250,7.489374,16.351535,0.015617,0.065153,605609.000000,1441267.000000,19.605058,12.551655,26.720765,12.126519,0.036857,-0.068613
0,1,38,34,53.000000,60.000000,-280.000000,-245.000000,40.000008,0.900276,0.842884,0.867249,2.722400,4.611203,2.631289,4.864250,0.015361,2.276978,3.734244,2.163301,3.989737,0.015302,1.541952,2.416226,1.439713,2.610806,0.014880,7.699768,12.210455,7.309577,12.994836,0.014384,0.069671,517934.000000,869175.000000,13.045676,12.794397,14.135473,12.619227,-0.050482,-0.086736
0,1,39,34,53.000000,60.000000,-280.000000,-245.000000,40.000008,0.839899,0.789968,0.793062,2.199950,3.743663,2.126963,3.898965,0.015150,1.696349,2.823453,1.587570,2.899936,0.015062,1.063754,1.705811,0.962984,1.724347,0.014564,5.804831,9.290867,5.420561,9.491352,0.014005,0.074573,364382.000000,633221.000000,15.443572,12.642160,18.180303,12.449050,-0.064854,-0.019082
0,1,40,35,53.000000,60.000000,-280.000000,-245.000000,40.000008,0.964900,0.955611,0.963242,2.897249,4.434450,2.779901,4.639196,0.012803,2.595755,4.041636,2.485910,4.269018,0.013519,1.883371,2.952013,1.801510,3.144408,0.013925,8.782499,13.312840,8.424591,14.017539,0.012729,0.058358,674810.000000,1079885.000000,18.016389,12.621487,22.056243,12.239241,-0.033822,0.016212
0,1,41,35,53.000000,59.000000,-280.000000,-250.000000,35.000008,1.002655,0.954883,0.980422,2.735924,4.055989,2.639817,4.190255,0.013201,2.527446,3.677319,2.437292,3.821349,0.012849,1.896326,2.676663,1.828902,2.794631,0.012114,8.617981,12.167368,8.323997,12.604327,0.011854,0.053880,659655.000000,989351.000000,20.668078,12.398828,25.298471,12.161157,-0.054628,-0.011554
0,1,46,38,61.000000,68.000000,-240.000000,-205.000000,40.000008,0.773037,0.848215,0.819347,2.507564,4.329483,2.333745,4.572215,0.016813,1.810198,3.517931,1.694461,3.775414,0.020029,1.055969,2.286689,0.995843,2.490699,0.022918,6.089791,11.536965,5.724355,12.340374,0.019204,0.104220,402683.000000,741133.000000,13.187181,12.679852,13.691785,12.517050,0.006644,-0.049289
0,1,47,38,61.000000,73.000000,-240.000000,-180.000000,65.000008,0.823633,0.896241,0.850987,2.540447,6.594611,2.413566,6.868041,0.016089,1.946816,5.737985,1.821797,5.984023,0.018296,1.207254,3.971872,1.112270,4.140312,0.020221,6.573456,18.567954,6.142146,19.272372,0.017592,0.090024,441653.000000,1402785.000000,15.490219,12.480780,20.699377,12.164859,-0.059255,-0.038873
0,1,48,39,61.000000,73.000000,-240.000000,-180.000000,65.000008,0.855695,1.078065,0.989846,2.046313,5.342630,2.085562,5.494387,0.014903,1.593885,5.510287,1.693425,5.783469,0.018896,1.012761,4.548776,1.121218,4.866385,0.022584,5.500988,18.094638,5.834724,18.920538,0.018099,0.088733,355102.000000,1617875.000000,17.942367,12.445031,26.559261,11.904766,-0.066855,-0.038945
0,1,52,46,69.000000,79.000000,-200.000000,-150.000000,55.000008,0.846032,0.844959,0.839077,2.509587,5.287935,2.386963,5.347080,0.014664,1.969586,4.314873,1.871733,4.315302,0.015187,1.252265,2.807222,1.189302,2.772951,0.015392,6.670203,14.036918,6.340385,13.986854,0.014385,0.077331,432390.000000,925446.000000,12.734923,12.554828,14.019930,12.402538,-0.025071,-0.050206
0,1,53,46,69.000000,81.000000,-200.000000,-140.000000,65.000008,0.863708,0.978862,0.963216,2.149383,4.618118,2.148942,4.835402,0.012477,1.696349,4.314873,1.774646,4.735339,0.015099,1.090643,3.229796,1.194501,3.712224,0.017445,5.832178,14.201564,6.106890,15.548499,0.014378,0.070156,361726.000000,1109273.000000,14.979534,12.448095,19.770750,12.080749,-0.077599,0.000421
0,1,54,47,74.000000,77.000000,-175.000000,-160.000000,20.000008,0.932764,1.007881,0.956012,3.568901,4.486131,3.418284,4.642026,0.015301,3.142230,4.303488,2.946256,4.424599,0.020332,2.226292,3.311115,2.044458,3.379363,0.025128,10.458185,14.204668,9.817430,14.569745,0.019739,0.090427,794555.000000,1064895.000000,19.577517,12.208258,21.640058,12.049196,-0.091650,-0.079208
