fov,line,cellID,parentID,frame0,frame1,t0Trans,t1Trans,divT,w0,w1,meanw,L0,L1,expfitBL0,expfitBL1,expfitBL2,area0,area1,expfitBarea0,expfitBarea1,expfitBarea2,V0,V1,expfitBV0,expfitBV1,expfitBV2,SA0,SA1,expfitBSA0,expfitBSA1,expfitBSA2,meanbeta2SA_V_4_0,Itot0,Itot1,xCM0,yCM0,xCM1,yCM1,orientation0,orientation1
0,1,45,43,45.000000,52.000000,-306.333333,-269.150000,42.493254,0.975248,1.026606,0.998503,2.228864,4.401180,2.115288,4.653550,0.018537,1.969586,4.292104,1.827877,4.642909,0.021917,1.422124,3.359804,1.290718,3.711677,0.024834,6.828867,14.194584,6.335623,15.277390,0.020694,0.093289,252841.000000,555352.000000,16.318316,13.396709,20.852633,13.087590,-0.062495,-0.012382
0,1,51,44,46.000000,53.000000,-301.033333,-263.833333,42.509921,0.849005,0.901995,0.881168,2.367976,4.131600,2.281706,4.343579,0.015136,1.855737,3.552086,1.786041,3.797741,0.017737,1.180351,2.447955,1.135268,2.658284,0.020003,6.315934,11.707726,6.085320,12.474217,0.016876,0.086275,229020.000000,409342.000000,12.023715,13.604577,12.849826,13.591254,-0.003989,-0.043769
0,1,52,44,46.000000,52.000000,-301.033333,-269.150000,37.193254,0.853805,0.989050,0.938767,2.316716,4.413743,2.250855,4.696213,0.019761,1.821582,4.155485,1.771205,4.606871,0.025684,1.163470,3.137751,1.132533,3.620920,0.031230,6.214144,13.714348,6.045418,15.162857,0.024708,0.121579,223580.000000,511872.000000,14.383827,13.389516,16.615382,13.341008,-0.130127,0.030955
0,1,53,52,53.000000,61.000000,-263.833333,-221.350000,47.793254,1.024404,1.043539,0.978994,2.375892,4.413340,2.256061,4.582213,0.014808,2.208669,4.371798,1.987807,4.337495,0.016306,1.676771,3.477128,1.429067,3.286796,0.017406,7.646236,14.468585,6.862232,14.238842,0.015255,0.070160,270810.000000,624623.000000,15.996750,13.302300,20.841233,13.204681,0.030458,-0.102532
0,1,54,52,53.000000,59.000000,-263.833333,-231.983333,37.159921,0.949353,0.946501,0.958020,2.422301,4.088293,2.332085,4.242916,0.016081,2.106205,3.677319,2.046310,3.868118,0.017109,1.490641,2.654575,1.462862,2.826544,0.017698,7.224467,12.156624,7.034519,12.741463,0.015961,0.075556,271133.000000,481513.000000,18.260696,13.338654,22.998310,13.054068,0.018213,0.001488
0,1,59,51,54.000000,61.000000,-258.533333,-221.350000,42.493254,0.917700,0.949686,0.899367,2.268724,3.872151,2.200874,3.908637,0.013503,1.901277,3.483776,1.832490,3.304899,0.013865,1.298294,2.518612,1.243404,2.240019,0.013839,6.540823,11.552661,6.304419,10.888331,0.012847,0.067669,217482.000000,428870.000000,12.055822,13.660795,12.905121,13.689331,-0.044508,-0.072380
0,1,60,51,54.000000,61.000000,-258.533333,-221.350000,42.493254,1.049720,1.010417,0.992950,2.188333,3.856244,2.218921,4.031836,0.014041,2.060665,3.677319,2.033854,3.728512,0.014249,1.591048,2.822051,1.524692,2.766751,0.014010,7.216670,12.240951,7.068284,12.311460,0.013047,0.061059,257945.000000,466918.000000,14.284241,13.593344,16.760819,13.409845,0.001149,-0.114325
0,1,63,59,62.000000,70.000000,-216.033333,-173.550000,47.793254,0.914662,0.911208,0.902128,1.963777,3.593993,1.908701,3.729216,0.013997,1.616654,3.096690,1.557474,3.188770,0.014975,1.090005,2.145628,1.040560,2.188053,0.015533,5.642903,10.288319,5.428640,10.531346,0.013849,0.069597,198442.000000,426014.000000,11.997739,13.778577,12.670233,13.634456,0.038315,0.013685
0,1,64,59,62.000000,69.000000,-216.033333,-178.866667,42.476588,1.021718,0.961577,0.953925,2.191555,3.770141,2.125563,3.965449,0.014661,2.015126,3.426852,1.889982,3.491566,0.014431,1.517588,2.505119,1.374886,2.464868,0.013725,7.034497,11.389150,6.573668,11.505113,0.013160,0.060541,255160.000000,491735.000000,14.013869,13.558134,15.836265,13.446327,-0.176194,0.032659
0,1,65,60,62.000000,68.000000,-216.033333,-184.183333,37.159921,0.885816,0.983156,0.950046,2.143668,3.708129,2.052590,3.897232,0.017228,1.730503,3.438237,1.670230,3.710665,0.021449,1.139126,2.566282,1.109641,2.840878,0.025260,5.965554,11.453211,5.775805,12.321798,0.020359,0.099789,213854.000000,497626.000000,16.224016,13.555112,18.994367,13.320894,0.023711,0.046108
0,1,66,60,62.000000,69.000000,-216.033333,-178.866667,42.476588,0.975736,1.017850,0.985088,2.332971,4.256301,2.212999,4.378922,0.016045,2.072050,4.109945,1.934852,4.210311,0.018280,1.501271,3.187228,1.380718,3.245968,0.020097,7.151409,13.610249,6.684508,13.880252,0.017179,0.078529,278606.000000,586414.000000,18.263874,13.262458,23.513606,13.057302,-0.104247,0.003813
0,1,67,53,62.000000,68.000000,-216.033333,-184.183333,37.159921,1.017481,1.084149,1.062628,2.366698,4.349140,2.271444,4.740818,0.019771,2.185899,4.462877,2.120397,4.948519,0.022772,1.648584,3.681260,1.618054,4.141203,0.025251,7.565172,14.812972,7.357062,16.306650,0.021386,0.092727,328435.000000,695858.000000,20.561979,13.321384,26.691332,12.888924,0.015912,-0.032587
0,1,69,65,69.000000,79.000000,-178.866667,-125.766667,58.409921,0.967401,1.021677,0.982106,2.114108,4.721163,1.997857,4.924038,0.015424,1.844352,4.599496,1.737950,4.724693,0.017101,1.316904,3.591293,1.238138,3.623252,0.018360,6.425155,15.153478,6.060438,15.444206,0.015995,0.073289,283928.000000,675953.000000,18.621126,13.266367,27.988942,12.863425,0.182533,0.012612
