,p1ori,p1longori,p5ori,p1longter,p5ter
35,0.01732018129271688,0.017249678558721768,0.015188066955320783,0.016475057464311164,0.013079626558645521
36,0.017308644277313382,0.017132157248909288,0.015189492680594661,0.016327624951977003,0.013016392007899827
37,0.01736662608429006,0.017033664759111944,0.0151666563875354,0.016102530695134613,0.013000862932229375
38,0.01741457611607291,0.017147849529302314,0.01501694709325552,0.015892846075789457,0.012977919848864075
39,0.01753881349898789,0.01722354482987489,0.014999966486254993,0.016023649174708787,0.012884758938861244
40,0.017649594850082356,0.01732856051858443,0.015020510236368283,0.01624343063834145,0.012789499008464624
41,0.017704763468525113,0.017498525949221147,0.015059651457863617,0.016260634347072898,0.012843962745157688
42,0.017723539137370948,0.01783583536212661,0.015195469907815756,0.016422119747488622,0.01285150677929801
43,0.017715659731416058,0.017898101451528196,0.015283343052679548,0.016730434047763122,0.012840746612612823
44,0.017671261239265365,0.017948513278514596,0.015431052433622808,0.016749498753763976,0.012863064199455975
45,0.01767328505488938,0.01800226461827752,0.015555620848521938,0.01657042876475735,0.012891023078396263
46,0.017745143805352158,0.017987456214155064,0.015569949151057954,0.01654397436406417,0.012826664581282498
47,0.017747553646518144,0.017834392546970786,0.015549287340006124,0.016522116864902587,0.012802313274472883
48,0.017797186861884435,0.017788053526002774,0.015569351406442385,0.016188089749609558,0.012823870803849788
49,0.017963275622030418,0.017682810802743434,0.015486567677122857,0.015992277850992942,0.012831376401702269
50,0.018039970959057013,0.0176558165969659,0.015439788164855363,0.015893170390739324,0.012835927007831968
51,0.018057086316432817,0.017488774711322947,0.015317012892742805,0.015643988599864586,0.012816852373442865
52,0.01808563347295274,0.017448283097124585,0.015261599672986252,0.01557419490195057,0.012802135769112329
53,0.018022666140652715,0.01745958401400976,0.015243572367781712,0.015698186740787597,0.012758214685829532
54,0.01790175528885752,0.01762349787273035,0.015167035824718329,0.015674016304835964,0.012752259593626948
55,0.01783439828229478,0.01768821483386834,0.015054500652618125,0.01603927538415475,0.012758424046990511
56,0.017803752880520954,0.017809274734084005,0.015140108200490587,0.016223779854515025,0.012769292708678248
57,0.017826863293533404,0.01783228077714528,0.015147075319384067,0.01636999025552222,0.012735566513394025
58,0.017953338123385513,0.017778367868504903,0.015171202416285346,0.016544896390700004,0.012764144069341576
59,0.01803544059013257,0.017618343236973682,0.015235129508149231,0.01673810024428333,0.012779597654592727
60,0.017989201455583012,0.017536549851806575,0.015328960784695889,0.016504235074827643,0.012819271217566276
61,0.017922288429743798,0.01743434346045904,0.0153252891774206,0.016632916424488647,0.012900630539578321
62,0.017766741904491658,0.017373476395557336,0.015261985121701063,0.016630907562364752,0.012996049021340654
63,0.01763743484793258,0.017373890227562586,0.015149513402478016,0.016471102537487486,0.013028535675068622
64,0.01752804614702735,0.017418981498013637,0.015062360932916718,0.016365615001484517,0.012946156486398687
65,0.017642743676029894,0.017483344445001336,0.014990512942164904,0.016431754529981142,0.012948244217599512
66,0.017815282255917397,0.017468087457377556,0.01497270196943245,0.016228760729650116,0.012918256752454628
67,0.017934033456202012,0.017567464610080116,0.015028971763149173,0.016101819065226362,0.012820260208137101
68,0.017908407566450107,0.017525915207454557,0.015121420831341974,0.016054294119482407,0.01277943248230877
69,0.017950945804204643,0.01759170001118008,0.015202278939354618,0.016015616382848673,0.012832270851022929
70,0.017836671158275936,0.01755262600593144,0.015265171247501978,0.015914325129551214,0.012844588318099148
71,0.017672585068767774,0.01753355998284041,0.015242833674815376,0.015807530967682486,0.012839469883162334
72,0.017665130045763904,0.017472097604904178,0.015223274004909148,0.015802645702578194,0.012957993975763402
73,0.017712782660877318,0.017497680322711408,0.015234555423887337,0.015624177117815382,0.012972403816134457
74,0.01778466998046952,0.017543952240239503,0.01542413824241422,0.0156844760247844,0.013022041939533555
75,0.017947704338196764,0.01761603638675386,0.015694269325610466,0.01594947597758249,0.01313082637067877
76,0.01825569021686889,0.01793356719801446,0.01610900801748602,0.016476089758520978,0.013401169157384199
77,0.018602543342669437,0.018364643163592244,0.01658064464313105,0.016928772760803595,0.01356771199973113
78,0.019137110350408177,0.018887473868481608,0.017045657823677732,0.017731011519473372,0.01396324857571087
79,0.01965230057021736,0.01942443833024674,0.01739974535602645,0.018481369066146825,0.014371129025262204
80,0.020383582473939683,0.02010593756125093,0.01771746356668064,0.01908820275636655,0.014733784051937596
81,0.020875045983656693,0.020606095296144603,0.017888165816757135,0.019955233804722784,0.01488056818115205
82,0.02122616553627392,0.02086644874482217,0.01786089916571843,0.0206437866678537,0.014937625057718465
83,0.021307474132998275,0.021032838041262054,0.017782709272966712,0.021043980546839574,0.014828091251811164
84,0.021312726801135048,0.021146920585315657,0.01765654989243329,0.021140202904254113,0.01465649657047983
85,0.02110875993047399,0.021089425748058607,0.017536653468990658,0.02124240599983922,0.014467627770324712
86,0.021009800801868615,0.021032854254527025,0.017479304893554464,0.02076185421989792,0.014402352634424367
87,0.020863757119941248,0.021019185606925336,0.017518168391149253,0.02040910363856832,0.014415155499529224
88,0.020864489557605802,0.02102078366586046,0.017615026674502692,0.02000843716387118,0.014480900573495359
89,0.02086754306932463,0.021072001815643122,0.01783062287332035,0.019992269044698252,0.014680259307053047
90,0.021061062169598098,0.021179117783851,0.018109346074786363,0.01996707713670427,0.014993277097479624
91,0.021238996878267035,0.02131803244094834,0.018541295628680166,0.020251581742121022,0.015457922862677248
92,0.021514597193063836,0.021484746050976226,0.019084408533145407,0.020509965457593284,0.01585474148358839
93,0.021699477280590004,0.02166366492643334,0.019645377722481122,0.020783280926361374,0.016335279462785398
94,0.02209047746667695,0.021801258474702125,0.020389631865213028,0.020793512038982494,0.016786909234371265
95,0.022460801524091138,0.021982144544425344,0.021037344249153222,0.020905411027389277,0.01712582369664191
96,0.022928927705171662,0.02207656296412035,0.0216660732486868,0.020951655204550345,0.017482985887755396
97,0.02323517665447177,0.022210750339661533,0.022072127389777717,0.02103364589949681,0.01783611101010023
98,0.02344466289764983,0.02217075584746911,0.02241991455861403,0.021120423110775652,0.018049379693912276
99,0.02367631473057686,0.02216807054574675,0.0227046540360598,0.021435920065870875,0.01825682236809597
100,0.023814384978061414,0.022116081678101352,0.022939302642013226,0.021442364976550696,0.018491297863103245
101,0.023822997365632963,0.02204836015700485,0.023227696444143554,0.021511502639572713,0.018699833604699647
102,0.023708822142734558,0.021971440304046165,0.023399424988437098,0.021744231375222287,0.018898286045801953
103,0.023679651140817576,0.021911395921646353,0.023599985542954276,0.021820165886496847,0.01913668962616268
104,0.023603623381135815,0.021928222829047928,0.02380104932135832,0.021889931196332774,0.019420183728870007
105,0.023546078517789257,0.021805156609470598,0.02392327387752353,0.022163331408364486,0.019653939957505112
106,0.023672536661862507,0.021766333709737396,0.023884620903104798,0.022225859181987582,0.019814904494936676
107,0.023716237250983405,0.02184209443711238,0.023964751094092487,0.022014435726915624,0.019956857466369674
108,0.023786942973471004,0.02193234014503771,0.023926373265456234,0.022051455507983615,0.019997841723535997
109,0.023773275929188743,0.022035953675209878,0.023779574280977985,0.022017624673008832,0.02006548665158757
110,0.023712114022506944,0.02210336706055838,0.02370846224589758,0.021776062153994722,0.020145594877046664
111,0.023608980218086332,0.022120428864612747,0.023641022704063784,0.021539566948496437,0.02021957704948
112,0.023470159951911113,0.02198708979232099,0.023341837276215662,0.02150442101937718,0.020193286725105276
113,0.023392332875076808,0.02188963585528192,0.023103419170565683,0.021131458370838702,0.02025377476254316
114,0.023396800201147646,0.02167730956173098,0.02285400776868278,0.02079065461773494,0.02026419999327207
115,0.023451002714060684,0.021442330877126613,0.02251496661472183,0.02060464234687113,0.020250335420833713
116,0.023347583539416905,0.021305634013579964,0.022262962280603656,0.020456711110531257,0.020252306367082983
117,0.02336108072504811,0.021099079468215154,0.022175732887393093,0.02030512705764305,0.02031263798136719
118,0.023440156830960304,0.020946101356835063,0.022147324402028743,0.02019154254850867,0.020305207504256156
119,0.023364337417411635,0.02084267578442725,0.02201745663678847,0.020093340720526407,0.02028990914893732
120,0.023229704178101353,0.021023519161033385,0.0219216931098751,0.020061027282867523,0.020262048092160426
121,0.023104415524845066,0.021108570803100895,0.021786066317576392,0.01981074891276856,0.020257263081448394
122,0.023045409752529132,0.02134395532954809,0.021635742296958613,0.019630982376075502,0.020119787161165
123,0.023006737890795347,0.021504320392989613,0.02148459167516324,0.01946766526013676,0.02001436751622411
124,0.023016403609579027,0.021499244765389027,0.021270815153780605,0.01944269788274896,0.01996882035634263
125,0.023030567471193863,0.021359159999495773,0.021224982490499745,0.019480018856340594,0.020003957785419312
126,0.023107892151838873,0.02117879208523137,0.02109120063124115,0.01943548937589509,0.019950906415257593
127,0.023171637512549224,0.021093929547167167,0.021003450496557722,0.019420068289484775,0.020034263667284016
128,0.023089192214785607,0.020948880087570072,0.020951684605252926,0.01946288402686451,0.020021551663655487
129,0.02299850951897358,0.021127874547683737,0.020871885395242845,0.01931377104544313,0.019997942320395836
130,0.022912556024358138,0.02122566157897065,0.020622275043221377,0.019223808483268316,0.01986537378276853
131,0.022879833856481156,0.02143280717011112,0.02047040240157905,0.019316291039794427,0.019816868485358866
132,0.022851838052086872,0.021370069705224905,0.02032825743125845,0.019217943743916235,0.019711186844291156
133,0.02290022333974193,0.021405560700337375,0.020246955597383723,0.019165071619817207,0.019682940510326933
134,0.022971531856232626,0.02121640986743112,0.0202772198426598,0.019326342068900517,0.01963823638303799
135,0.02305974172088227,0.02103822490866457,0.0203986132600003,0.019255981302836383,0.019675888531179003
136,0.023102526783442212,0.02089396515818772,0.02038935854026375,0.019228555618107802,0.019708072967942147
137,0.023190345319357628,0.020914374308676077,0.020382401702079857,0.019403959387923397,0.019717209941938686
138,0.023164305949127613,0.02092435938655269,0.020252319294570748,0.01938933822603995,0.019677185423010245
139,0.023228249184965518,0.021061795999130592,0.02009263177665309,0.0193240099743633,0.019654887686486135
140,0.023266612227170087,0.02112969926792418,0.01983452050716796,0.019595920950857455,0.019592788030161398
141,0.02327474186215755,0.021151072730570104,0.019807320593830214,0.01938377085932568,0.019457594926953876
142,0.023230372421706513,0.021057134875880453,0.019821050464730018,0.019178950312870136,0.019392160973015375
143,0.023237817327932644,0.020954907863847978,0.019911785376538402,0.0192640055533606,0.01938900828739906
144,0.023209149047858372,0.020873044509689614,0.02001209409932966,0.019259177762809256,0.019366692126587228
145,0.023170956038129163,0.020894627264298117,0.02022015777229287,0.01908102909281626,0.019379880041106943
146,0.023157494554819708,0.020842698703369696,0.02036410220935714,0.019139349085497193,0.01947058267687493
147,0.02320573594003816,0.0209522138662511,0.02040950182451528,0.019091164360576743,0.01958958594207005
148,0.023261285306765366,0.021013694235479493,0.02043076567214833,0.01895682316014051,0.01963178784962155
149,0.023354330079897047,0.020968138526886095,0.020527587821414856,0.018953542491620852,0.01962431855874466
150,0.023460855263782724,0.02097681121324629,0.02053861883651231,0.019266708004720842,0.019663875730454798
151,0.023612377087633023,0.02092419670194538,0.02053479836480524,0.019278680059846617,0.01961960548270589
152,0.023699422040272717,0.02086090148753193,0.020514166087161622,0.01934471791179959,0.01954808983224807
153,0.023768689550559007,0.020768517096971938,0.020421707204985373,0.019531820471504646,0.0194679888007882
154,0.023793005731513453,0.020741587623135303,0.020327212388619988,0.01942009077352171,0.01943088945097676
155,0.023761976418993074,0.020623203510249485,0.020321045818700794,0.019207436037866517,0.019345843316539775
156,0.02364949863172149,0.020611333082129018,0.020358462358045098,0.019083146311094555,0.019322101771940166
157,0.023532514971441137,0.020575948670880095,0.02046284594780364,0.018779768017880727,0.01933455655523211
158,0.0234500586338413,0.020641108207861733,0.020601944220015506,0.01860577170919355,0.019358997023211116
159,0.02343356677560346,0.020653122248629502,0.020676754875837842,0.018744598000396132,0.019394732650126954
160,0.023380622071842612,0.020708382961280507,0.020714562116857085,0.018650004784886196,0.019490064719505016
161,0.023396924042323995,0.020712302403963455,0.02074105190541571,0.018507359746354656,0.019597015755987223
162,0.023532103536657585,0.02073420878341317,0.02076276597588529,0.018791479084470014,0.01964984735735845
163,0.023577053023581547,0.02073771132685553,0.020769937726659495,0.01862166999765626,0.019661443073055403
164,0.023463940831715612,0.020754044221369866,0.020678625974682688,0.01845117631263529,0.019607602610981944
165,0.023445052247942494,0.02083792180290574,0.02063005596235645,0.018740909577008084,0.019549607206739598
166,0.023431067342445638,0.020813966256773418,0.02064421515466509,0.018681338704787512,0.019483197682983684
167,0.023254185917908017,0.020838438564933233,0.02061802264575819,0.01850985953396058,0.01942548431881848
168,0.023184410263225805,0.020849153626852173,0.020633137263855943,0.018802171516087693,0.01941389754786962
169,0.0232262733000596,0.020934980416711633,0.02076343168767566,0.01887773827813051,0.01947620690458326
170,0.023296812545863053,0.020964097835446765,0.020918206235056337,0.018751384535825363,0.01943110452491015
171,0.023327096053048113,0.021117467377378865,0.020957312273262717,0.018969155151339522,0.019421761297310047
172,0.023484849502999765,0.02121587451539556,0.021017201397788298,0.019131026285300314,0.019383302577290686
173,0.023515285617225865,0.02135320262528336,0.02117882394622277,0.018886424724673813,0.019336573005349866
174,0.023549315056684273,0.021452766078158093,0.021365144213626813,0.01902831263787709,0.01934878969689948
