,time,growth_rate,p1lo_p5t_phi_r,sigma_p1lo_p5t,p1lo_p5o_phi_r,sigma_p1lo_p5o,sigma2_p1lo_p5t,d_phi_r,chi1_r,chi2_r
100,102.29885057471267,0.022116081678101352,0.26088856753913425,0.08477213810752308,0.2589351401987534,0.085411665875576,0.07104102412365994,0.0007537162762370793,0.2949685771541912,0.3015557076519292
101,106.32183908045977,0.02204836015700485,0.2641239313164599,0.08347732841590799,0.2621462788897967,0.08410708803642308,0.07091470199059163,0.0006389839995372074,0.2931049528068132,0.2982389763052928
102,110.34482758620692,0.021971440304046165,0.2660298181101233,0.08259014143651772,0.26403789517936893,0.08321320804773231,0.0711370182335884,0.000514260251012678,0.2894356687915633,0.2932040315677996
103,114.36781609195407,0.021911395921646353,0.2682616574740332,0.0816791938436722,0.2662530234390939,0.08229538819362418,0.07144392535258624,0.000515582848424264,0.2917920089983246,0.29516303689680834
104,118.39080459770116,0.021928222829047928,0.2701781858560656,0.08116207738817945,0.2681552016371555,0.08177437057036585,0.07198595862387831,0.0004095830965639444,0.28885653930755356,0.2912374868266104
105,122.41379310344831,0.021805156609470598,0.2715571536532833,0.08029674901258842,0.2695238442851265,0.08090251408852402,0.07251803985871072,0.00028265046748128503,0.2845197052434206,0.28591014435220324
106,126.4367816091954,0.021766333709737396,0.27245238501970814,0.07989041354203195,0.2704123725236848,0.08049311319078396,0.0729436350632162,0.00019445248900687952,0.28138602040359867,0.28223681411532714
107,130.45977011494256,0.02184209443711238,0.2731217139096605,0.07997201732681354,0.27107668975151,0.08057533260102351,0.07325225091450967,8.974566869535977e-05,0.2772305537900921,0.27760747659966256
108,134.48275862068965,0.02193234014503771,0.2731744766069122,0.08028693023396004,0.2711290573831736,0.08089262123624688,0.07340149849403556,-3.374960946453973e-05,0.27163567093267244,0.2714913231789022
109,138.5057471264368,0.022035953675209878,0.2728501653277619,0.08076210490376334,0.2708071744147978,0.08137138066164085,0.07374228446986485,-6.0028704162370735e-05,0.27012603978969174,0.2698667194790433
110,142.52873563218395,0.02210336706055838,0.27269148703319196,0.0810563149625128,0.27064968423867186,0.08166781026452842,0.0740913101967028,-9.400871097227777e-05,0.26843834719640985,0.2680385278497929
111,146.55172413793105,0.022120428864612747,0.27209377340039875,0.08129707853351535,0.2700564460421273,0.08191039017510467,0.07444950230663612,-0.00013365388301490793,0.2660516716024213,0.2654959425330475
112,150.5747126436782,0.02198708979232099,0.27161611096295707,0.08094913705365432,0.26958236014647724,0.08155982379698112,0.07446234790701764,-0.0001391493723607914,0.26528742564465774,0.26473610207792725
113,154.5977011494253,0.02188963585528192,0.27097418074922,0.0807812603944737,0.2689452364447386,0.08139068066290024,0.07485920315871045,-0.00020235032116277258,0.261730065291998,0.26099877002673033
114,158.62068965517244,0.02167730956173098,0.2699880049306129,0.0802898986838399,0.26796644470901665,0.0808956120803493,0.07512359720814095,-0.0003383031613279578,0.25438167886120083,0.25330842107804047
115,162.64367816091954,0.021442330877126613,0.2682522012902594,0.07993347593791102,0.26624363805937296,0.08053650045281054,0.07552986922219423,-0.00030954056632825894,0.25381624429929356,0.2529745868489648
116,166.66666666666669,0.021305634013579964,0.26749744864981084,0.07964798962053588,0.2654945366993043,0.0802488604038977,0.07578637604559699,-0.00024220400967035465,0.2561293753262957,0.255550127332691
117,170.68965517241384,0.021099079468215154,0.26630343339636,0.07922946842676175,0.26430946174577885,0.07982718185287258,0.07637223893131802,-0.00025392256624552574,0.2542686635085054,0.25381842006958544
118,174.71264367816093,0.020946101356835063,0.2654543935190997,0.07890659137019697,0.263466779133327,0.07950186898605276,0.07662374914673775,-0.0002289789264976295,0.25452257749296797,0.254196887201362
119,178.73563218390808,0.02084267578442725,0.2644610742176434,0.07881188506129398,0.262480897402246,0.07940644820520529,0.07683816911497675,-0.00017642276570121567,0.255996577263129,0.25577915260544776
120,182.75862068965517,0.021023519161033385,0.2640349000019635,0.07962401622238971,0.26205791420552305,0.08022470614852471,0.07687036666118952,-0.00017824043791229296,0.2555567552847528,0.25525305126336784
121,186.78160919540232,0.021108570803100895,0.26302695575168245,0.08025250013929751,0.2610575170312778,0.0808579313982054,0.07713468616368245,-0.00024404389165994653,0.25146559075277425,0.25099827588881934
122,190.80459770114948,0.02134395532954809,0.26207132845987197,0.08144330574039217,0.26010904508742544,0.08205772053168763,0.07686824067682033,-0.00019139445167958033,0.253104178335892,0.2525704690316228
123,194.82758620689657,0.021504320392989613,0.261487000393341,0.08223858302952654,0.2595290922314745,0.082858997456092,0.07662699131245004,-0.00017644658745603631,0.2532818311886654,0.2526809455378322
124,198.85057471264372,0.021499244765389027,0.2606516432734441,0.08248267494264222,0.25869998992547144,0.08310493081805963,0.07672920823942556,-0.00012411188775680035,0.25487879454730633,0.25444592297609314
125,202.8735632183908,0.021359159999495773,0.2604883989975966,0.08199658826147126,0.2585379679562762,0.08261517706021432,0.07694205909034671,-7.674027645150524e-05,0.25689554813392423,0.25665952417365295
126,206.89655172413796,0.02117879208523137,0.26003419277325956,0.08144618159388951,0.25808716264316023,0.08206061808085302,0.07687123619090516,-6.11515669166046e-05,0.25714679642551186,0.256974954767926
127,210.91954022988506,0.021093929547167167,0.2599963748959688,0.08113162945293906,0.25804962793073233,0.08174369293347465,0.07719127790400751,-9.567514592902244e-05,0.2554607028811795,0.25522917228945713
128,214.9425287356322,0.020948880087570072,0.2592643927485433,0.08080122328208826,0.25732312656750883,0.08141079415213046,0.07737961484170736,-8.591574707497394e-05,0.2551631831986375,0.25498183397325774
129,218.9655172413793,0.021127874547683737,0.2593050987700782,0.08147882416464744,0.257363527798933,0.08209350690976706,0.07723465425894961,-1.4953004341565836e-05,0.2585973605492828,0.2585584691826206
130,222.9885057471265,0.02122566157897065,0.2591440812193583,0.08190679670975666,0.2572037158820545,0.08252470811387526,0.07671980041930618,1.919430132774954e-05,0.2600483781834994,0.2601095173545195
131,227.0114942528736,0.02143280717011112,0.25945953567731295,0.08260558670222425,0.25751680834550467,0.08322876983375467,0.0764598355124149,8.88829975221401e-05,0.26360658915550084,0.263939924411547
132,231.0344827586207,0.021370069705224905,0.2598592317741341,0.08223710029205143,0.257913511680739,0.08285750353272718,0.07595655075061336,8.126291325255586e-05,0.263661882601833,0.26397630889786855
133,235.0574712643678,0.021405560700337375,0.26011337520923006,0.08229319496976718,0.2581657521932992,0.08291402139316358,0.07578377061015744,8.974324009233284e-05,0.2643058951505983,0.2646660103997442
134,239.080459770115,0.02121640986743112,0.26058130382085404,0.08141953991456387,0.2586301771460549,0.08203377541457463,0.07550758260649354,0.00010705433904457296,0.2656271310703035,0.26602220020446066
135,243.1034482758621,0.02103822490866457,0.2609747319601634,0.08061403014248887,0.25902065945569047,0.0812221888125626,0.0755661625713586,0.00014607769842970788,0.2679181741499817,0.26838200049062594
136,247.1264367816092,0.02089396515818772,0.26175664162431145,0.07982210127900391,0.25979671449872555,0.08042428557459766,0.07546315427709904,0.0001885799759802174,0.2707822131016487,0.27130355345785956
137,251.1494252873564,0.020914374308676077,0.2624920421117284,0.07967622233581459,0.26052660860680277,0.08027730610903124,0.0752662053835171,0.00013374015375284897,0.2688866945062477,0.26926137163152836
138,255.1724137931035,0.02092435938655269,0.2628327118269206,0.07961094051463315,0.2608647275259139,0.0802115317965864,0.07500537120735226,6.18686786282725e-05,0.2657894894985961,0.26597104508953473
139,259.1954022988506,0.021061795999130592,0.262989836077703,0.08008596953118627,0.2610206752942991,0.08069014446991049,0.07483536427224939,7.613858929897679e-05,0.2666048454198369,0.2668584820159503
140,263.2183908045977,0.02112969926792418,0.26344532116610775,0.0802052553994742,0.26147274989586955,0.08081033024029845,0.07441944900549889,3.521520112599948e-05,0.26511194219461703,0.2652415151319599
141,267.2413793103449,0.021151072730570104,0.2632731767764179,0.08033888218142496,0.26130189445325963,0.08094496511334517,0.07396612745019514,1.8460164278155237e-05,0.26414595351513503,0.26422114999063945
142,271.264367816092,0.021057134875880453,0.2635938512235182,0.07988477264602334,0.2616201678207027,0.08048742973940615,0.0736484271561338,0.00013930946791346481,0.2702096357893964,0.27076984216219546
143,275.28735632183907,0.020954907863847978,0.26439405755273315,0.07925634962377526,0.2624143825308284,0.07985426584377935,0.07338343632868392,0.00015269993235548813,0.2716811300298654,0.27226431810300983
144,279.3103448275863,0.020873044509689614,0.2648224713689072,0.0788190080765945,0.26283958855882905,0.07941362495710111,0.07319009847172778,8.8647459064645e-05,0.2690694540754066,0.26939608134121845
145,283.33333333333337,0.020894627264298117,0.26510731297049467,0.0788157332597747,0.2631222973825127,0.07941032543480213,0.07319091883554352,0.00010720733233666584,0.27023816938542805,0.27063248217218544
146,287.35632183908046,0.020842698703369696,0.2656850591003516,0.07844889273768768,0.2636957175846507,0.07904071743857138,0.07336181666600496,7.075435106263986e-05,0.2690797419132448,0.26931513697968706
