,fov,line,cellID,parentID,frame,tTrans,L,V,Itot,xCM,yCM,orientation,der
711,1,5,55,43,51,-183.25,3.29039,1.9735,1282080.0,14.058135,35.788411,-0.121604,0.0012691277851617296
712,1,5,55,43,52,-176.116667,3.534427,1.979518,1266825.0,14.25471,35.80852,-0.059867,-0.0029328355410230054
713,1,5,55,43,53,-168.966667,3.774684,1.921304,1376382.0,14.432282,35.734031,-0.058835,-0.004666884226884226
714,1,5,56,43,50,-190.383333,2.814397,1.737051,997787.0,16.666339,35.650383,0.000807,0.020886262658236624
715,1,5,56,43,51,-183.25,3.191946,1.888875,1235573.0,17.169737,35.646763,-0.067302,0.019428801530940905
716,1,5,56,43,52,-176.116667,3.594622,2.032193,1410278.0,17.519737,35.535932,0.030931,0.016693115908824174
717,1,5,56,43,53,-168.966667,4.020393,2.124473,1604937.0,18.04008,35.47812,0.007797,0.01541787101787102
718,1,5,57,55,54,-161.85,1.988872,1.059278,729852.0,13.593135,35.743018,-0.100106,0.03391252494918344
719,1,5,57,55,55,-154.716667,2.360547,1.320276,800852.0,13.797524,35.716387,-0.112638,0.03395421260231595
720,1,5,57,55,56,-147.583333,2.713214,1.524008,966878.0,13.859845,35.73189,-0.054078,0.035740383380935985
721,1,5,57,55,57,-140.45,3.124091,1.805879,1058843.0,14.059213,35.653828,-0.021647,0.03925538360334962
722,1,5,57,55,58,-133.3,3.573078,2.08368,1132471.0,14.34176,35.576768,-0.021684,0.04256919422865336
723,1,5,57,55,59,-126.183333,4.063565,2.418404,1432439.0,14.478447,35.656371,-0.052948,0.04412386296930473
724,1,5,65,58,59,-126.183333,2.196157,1.161145,656724.0,17.433557,35.40605,0.011889,0.02334574875447419
725,1,5,65,58,60,-119.05,2.42829,1.321441,802357.0,18.016077,35.433136,-0.013917,0.025249382152844387
726,1,5,65,58,61,-111.9,2.73179,1.500448,1029877.0,18.844406,35.270278,-0.092051,0.032497857496155996
727,1,5,65,58,62,-104.783333,3.068365,1.737245,1181620.0,19.689288,35.226933,-0.143934,0.04410907862248214
728,1,5,65,58,63,-97.65,3.478913,2.114907,1415170.0,20.343995,35.204357,0.016078,0.058226857168787005
729,1,5,65,58,64,-90.516667,3.976277,2.544813,1638631.0,21.436905,35.140683,-0.033039,0.07795710386681501
730,1,5,65,58,65,-83.383333,4.556145,3.170894,1981920.0,22.759249,34.98984,-0.042991,0.09632770283734027
731,1,5,65,58,66,-76.266667,5.233318,3.994687,2405950.0,24.199415,34.84793,-0.014968,0.10287882769038668
732,1,5,71,70,65,-83.383333,1.980047,1.132607,664918.0,17.464715,35.382165,-0.129037,0.031660377673103306
733,1,5,71,70,66,-76.266667,2.268694,1.352654,843512.0,18.171501,35.214679,-0.004019,0.03222664480809869
734,1,5,71,70,67,-69.116667,2.573285,1.588509,1053105.0,18.919143,35.169178,-0.198526,0.034397213630387
735,1,5,71,70,68,-62.0,2.918774,1.830689,1203197.0,19.471822,35.222134,-0.176527,0.038217043101581076
736,1,5,71,70,69,-54.866667,3.339407,2.122908,1333541.0,20.344683,35.117071,-0.149543,0.04362285062450363
737,1,5,71,70,70,-47.75,3.813173,2.439335,1480458.0,21.29454,35.029535,-0.140275,0.04895293740524153
738,1,5,71,70,71,-40.616667,4.4397,2.834546,1763506.0,22.511302,34.995202,-0.01968,0.051064972387367555
739,1,5,74,69,66,-76.266667,2.339774,1.66387,949935.0,15.907381,35.34097,-0.051277,0.014828997668997706
740,1,5,74,69,67,-69.116667,2.670918,1.756351,1149766.0,16.356625,35.312365,-0.134905,0.017617016722343854
741,1,5,74,69,68,-62.0,2.987799,1.889471,1248650.0,16.697385,35.299062,-0.075143,0.02312748797920727
742,1,5,74,69,69,-54.866667,3.403823,2.08625,1368967.0,17.139323,35.246143,-0.063729,0.030049981373186044
743,1,5,74,69,70,-47.75,3.811367,2.296936,1485506.0,17.723173,35.235216,-0.143026,0.037501120207927216
744,1,5,74,69,71,-40.616667,4.378535,2.633855,1615061.0,18.449918,35.282872,0.009778,0.04071542073263476
745,1,5,87,84,78,9.283333,2.176077,1.262323,900430.0,17.883323,35.307634,-0.021638,0.047934154398677147
746,1,5,87,84,79,16.416667,2.44835,1.604955,1110055.0,18.751319,35.22923,-0.064316,0.04922686662496148
747,1,5,87,84,80,23.566667,2.783297,1.945482,1315872.0,19.770118,35.280123,-0.184294,0.052336445851651155
748,1,5,87,84,81,30.683333,3.154358,2.346605,1544936.0,20.677106,35.282664,-0.027643,0.05585388520684429
749,1,5,87,84,82,37.816667,3.573772,2.740708,1787841.0,21.964264,35.160768,-0.012565,0.061167578573217606
750,1,5,87,84,83,44.966667,4.080849,3.192466,2091753.0,23.189568,35.031439,-0.061817,0.07090494808955562
751,1,5,87,84,84,52.1,4.628958,3.71996,2621708.0,24.652982,34.91916,-0.037553,0.08083297943202451
752,1,5,87,84,85,59.233333,5.276719,4.377814,3276389.0,26.233537,34.844205,-0.068928,0.08462949551266628
753,1,5,89,83,79,16.416667,2.727835,1.261432,888792.0,13.828088,35.580391,-0.076899,0.04568769230769229
754,1,5,89,83,80,23.566667,3.134558,1.578648,1050089.0,14.026291,35.701419,-0.036361,0.04697951154109866
755,1,5,89,83,81,30.683333,3.563487,1.924217,1354038.0,14.067741,35.664772,-0.096583,0.05175611695906431
756,1,5,89,83,82,37.816667,4.031312,2.282703,1582802.0,14.369171,35.592836,-0.047838,0.05859931270637202
757,1,5,89,83,83,44.966667,4.544619,2.762495,1942567.0,14.599159,35.582788,-0.044869,0.06476526535171112
758,1,5,89,83,84,52.1,5.101875,3.217881,2371319.0,14.959008,35.494059,-0.0577,0.06987255778220677
759,1,5,89,83,85,59.233333,5.747693,3.765515,3075397.0,15.329692,35.532936,-0.04845,0.07217208021572548
760,1,5,90,83,79,16.416667,2.704423,1.76422,1200983.0,16.354154,35.455959,0.077609,0.04439594405594413
761,1,5,90,83,80,23.566667,2.992852,2.0447,1350085.0,17.036581,35.458491,-0.126014,0.04972226867861071
762,1,5,90,83,81,30.683333,3.391146,2.436033,1526359.0,17.516388,35.443551,-0.125425,0.06342273684210521
763,1,5,90,83,82,37.816667,3.842446,2.903089,1829964.0,18.360555,35.360516,-0.108888,0.07743318191677094
764,1,5,90,83,83,44.966667,4.458498,3.579595,2466222.0,18.969008,35.344777,-0.022199,0.08310069930069933
765,1,6,57,52,52,-176.116667,2.740384,2.064556,1243859.0,19.527004,48.05976,-0.016746,0.019628531468531427
766,1,6,57,52,53,-168.966667,2.980514,2.17778,1306343.0,19.843499,48.001494,-0.004303,0.025379275107960862
767,1,6,57,52,54,-161.85,3.275148,2.372364,1403556.0,20.623987,47.992938,-0.111563,0.034928912280701774
768,1,6,57,52,55,-154.716667,3.629881,2.702637,1507903.0,21.537118,47.911764,-0.079548,0.038692057882806455
769,1,6,61,55,57,-140.45,2.58252,1.316408,818075.0,14.163565,48.381566,-0.007142,0.022531328671328725
770,1,6,61,55,58,-133.3,2.765994,1.49396,715591.0,14.315488,48.319694,-0.070727,0.021741401361182217
771,1,6,61,55,59,-126.183333,2.973478,1.622153,948464.0,14.458083,48.334634,-0.027358,0.024019142300194914
772,1,6,61,55,60,-119.05,3.203871,1.780096,1085256.0,14.567769,48.359016,-0.034975,0.029005036330987524
773,1,6,61,55,61,-111.9,3.530772,2.052658,1215141.0,14.736264,48.27203,-0.039882,0.032815457004138696
774,1,6,61,55,62,-104.783333,3.860478,2.250184,1385375.0,14.882396,48.20999,-0.048999,0.039216425673236584
775,1,6,61,55,63,-97.65,4.253649,2.572783,1517090.0,15.086194,48.231208,-0.053187,0.04527631206533282
776,1,6,61,55,64,-90.516667,4.713703,2.938394,1677330.0,15.493901,48.183008,-0.065692,0.04494198544406276
777,1,6,61,55,65,-83.383333,5.208945,3.263565,1931108.0,15.756119,48.163094,-0.067894,0.03921086176957404
778,1,6,61,55,66,-76.266667,5.731749,3.525187,2080514.0,16.105971,48.078017,-0.061387,0.03301287543853356
779,1,6,61,55,67,-69.116667,6.320745,3.711864,2242004.0,16.415661,48.055797,-0.06499,0.030660170982804803
780,1,6,62,55,57,-140.45,2.13335,1.189773,666429.0,16.358093,48.197513,-0.090799,0.018509324009324056
781,1,6,62,55,58,-133.3,2.425015,1.339291,749977.0,16.783214,48.209264,-0.022201,0.017132959101254862
782,1,6,62,55,59,-126.183333,2.703548,1.43728,817368.0,17.119184,48.127598,-0.021781,0.013917549057829746
783,1,6,62,55,60,-119.05,3.014073,1.543215,911200.0,17.448973,48.137806,-0.009358,0.010480591454233962
784,1,6,62,55,61,-111.9,3.308783,1.583901,1021812.0,17.84748,48.06311,-0.011374,0.008875700595700625
787,1,6,71,61,70,-47.75,6.306667,3.196737,2078192.0,16.69573,48.029336,-0.065838,0.1247136241351933
789,1,6,90,79,75,-12.1,3.895337,1.792771,1293828.0,15.445692,48.123241,-0.088598,0.07079810526315788
790,1,6,90,79,76,-4.966667,4.348921,2.231523,1432940.0,15.572432,48.161432,-0.076337,0.06557557894736843
791,1,6,90,79,77,2.15,4.85532,2.777814,1619380.0,15.868281,48.146369,-0.073517,0.055125192982456155
792,1,6,90,79,78,9.283333,5.445077,3.040963,1831524.0,16.154592,48.173594,-0.069496,0.049003880794573865
793,1,6,128,123,92,109.166667,3.816791,2.979333,3176123.0,21.323833,35.16735,-0.054154,0.09301065855190005
794,1,6,128,123,93,116.3,4.701878,3.642809,3742527.0,22.748387,35.195232,-0.047906,0.09301065855190005
795,1,6,139,133,103,187.616667,3.371567,2.622893,2052448.0,17.937006,35.524109,-0.026609,0.08093047107151739
796,1,6,139,133,104,194.75,3.901227,3.162646,2583844.0,18.772705,35.550275,-0.069255,0.08356255063376414
797,1,6,139,133,105,201.883333,4.514095,3.815052,3396979.0,19.637268,35.419669,-0.042757,0.0861946301960109
798,1,6,141,139,106,209.033333,2.578611,2.291493,2154161.0,22.006094,35.312789,-0.064654,0.0618128914193561
799,1,6,141,139,107,216.166667,3.064409,2.689972,2330058.0,23.621889,35.215315,-0.059974,0.07067808246079241
800,1,6,141,139,108,223.3,3.638141,3.21581,3081285.0,25.27252,35.109427,-0.034991,0.08553270175438592
801,1,6,141,139,109,230.416667,4.321513,3.951266,3910011.0,27.223554,35.035368,-0.062044,0.091536154963178
802,1,6,142,138,107,216.166667,3.081855,1.842486,1696753.0,14.544205,35.813674,-0.083224,0.0389064971451633
803,1,6,142,138,108,223.3,3.366663,2.101411,2056218.0,14.892695,35.79912,-0.118081,0.042345754385964905
804,1,6,142,138,109,230.416667,3.736934,2.41616,2508172.0,15.1261,35.8171,-0.107679,0.04782743859649121
805,1,6,142,138,110,237.55,4.251701,2.80156,3094695.0,15.396275,35.825391,-0.08495,0.04985705840453526
806,1,6,144,143,110,237.55,2.09955,1.458614,1663121.0,18.387332,35.634624,-0.060052,0.05142607716944293
807,1,6,144,143,111,244.683333,2.472798,1.820872,2028445.0,19.187881,35.508451,-0.01427,0.054452803118908405
808,1,6,144,143,112,251.8,2.885376,2.196874,2412052.0,20.106599,35.481561,-0.054587,0.06178267730395991
809,1,6,144,143,113,258.916667,3.357655,2.681372,2802056.0,21.082816,35.417409,-0.061983,0.07170132120424517
810,1,6,144,143,114,266.05,3.874079,3.198542,3349181.0,22.288756,35.371362,-0.058688,0.08126500902731787
811,1,6,144,143,115,273.2,4.467916,3.865562,4423413.0,23.484984,35.295471,-0.069876,0.08521003194336553
812,1,6,175,160,125,344.516667,2.868509,1.840954,2107490.0,14.532167,36.036644,-0.059528,0.03610911383687453
813,1,6,175,160,126,351.65,3.022249,2.061894,2226747.0,14.92599,35.95559,-0.084927,0.040831493177387906
814,1,6,175,160,127,358.766667,3.334913,2.392749,2580107.0,15.22415,35.997104,-0.118393,0.052379923221520484
815,1,6,175,160,128,365.866667,3.679924,2.777127,3141360.0,15.474909,35.969831,-0.110143,0.06371439649604356
816,1,6,175,160,129,373.0,4.229415,3.329671,3817420.0,15.778808,35.899171,-0.050823,0.06819683600089066
817,1,6,183,175,130,380.116667,2.509477,1.722118,2135628.0,14.879185,36.03285,-0.041135,0.017370514830397924
818,1,6,183,175,131,387.25,2.826912,1.826935,2073111.0,15.159837,35.976759,-0.036237,0.021204730172027994
819,1,6,183,175,132,394.4,3.164427,1.98903,2333590.0,15.300955,35.977141,-0.036915,0.02760920496240177
820,1,6,183,175,133,401.516667,3.53133,2.239919,2718277.0,15.484692,36.002132,-0.02572,0.030200482582334858
821,1,6,184,175,130,380.116667,2.354976,2.025203,2377856.0,17.190222,35.873742,-0.001682,0.025202898373967258
822,1,6,184,175,131,387.25,2.604532,2.227794,2623038.0,17.785157,35.773227,-0.108702,0.022248044082023667
823,1,6,184,175,132,394.4,2.86133,2.361954,2903716.0,18.21361,35.744901,-0.037711,0.018015163130486875
824,1,6,184,175,133,401.516667,3.130392,2.462,2851188.0,18.612104,35.776309,-0.031151,0.016724230286140625
825,1,6,185,176,130,380.116667,2.366916,1.650288,1933195.0,19.464091,35.71154,0.026219,0.03771374008008132
826,1,6,185,176,131,387.25,2.650652,1.904698,2291583.0,20.392253,35.610763,-0.06465,0.03969191846811176
827,1,6,185,176,132,394.4,2.981397,2.202952,2351955.0,21.052731,35.58553,-0.06629,0.0427629896550704
828,1,6,185,176,133,401.516667,3.366402,2.529398,2866524.0,21.805093,35.575341,-0.070574,0.04386563416710531
829,1,6,186,176,130,380.116667,2.606177,2.113333,2438745.0,21.802367,35.523612,-0.073493,0.026732618071617687
830,1,6,186,176,131,387.25,2.899105,2.29823,2595951.0,23.047623,35.445571,-0.054546,0.02710718849725066
831,1,6,186,176,132,394.4,3.224957,2.500514,2655279.0,24.087621,35.385495,-0.032752,0.027480885780885873
832,1,6,190,183,134,408.65,1.968572,1.209507,1599846.0,16.671331,35.959352,0.033882,0.021108879491069005
833,1,6,190,183,135,415.783333,2.099702,1.370394,1726454.0,16.892295,35.939181,0.039218,0.020763940324829994
834,1,6,190,183,136,422.916667,2.248051,1.50035,2143049.0,16.897346,35.951343,0.084363,0.0201476215437991
835,1,6,190,183,137,430.05,2.404504,1.656784,2255384.0,17.326438,35.91139,0.062968,0.019135734712123296
836,1,6,190,183,138,437.183333,2.549455,1.780046,2318738.0,17.666619,35.914391,0.074434,0.019186778425600258
837,1,6,190,183,139,444.316667,2.732531,1.908658,2456904.0,18.036111,35.916458,0.0382,0.02281986812572327
838,1,6,190,183,140,451.45,2.937541,2.076363,2551321.0,18.553695,35.893342,0.002724,0.029552675669134592
839,1,6,190,183,141,458.583333,3.189402,2.3153,2714885.0,19.269183,35.881327,-0.004201,0.03735554703695248
840,1,6,190,183,142,465.733333,3.499719,2.609012,3043824.0,20.219282,35.825077,-0.04487,0.04708505539220166
841,1,6,190,183,143,472.866667,3.888974,2.961718,3515137.0,21.341917,35.752167,-0.050089,0.05956676432262983
842,1,6,190,183,144,480.0,4.347752,3.446627,4021578.0,22.748273,35.662037,-0.051574,0.07127713395824091
843,1,6,190,183,145,487.133333,4.864371,4.001029,4679241.0,24.059354,35.631069,-0.053633,0.07853770427650038
844,1,6,190,183,146,494.266667,5.450999,4.608158,5382295.0,25.990396,35.448758,-0.044928,0.0807289772149231
845,1,6,192,184,134,408.65,1.522304,1.040174,1284814.0,20.010285,35.745397,-0.124964,0.023104346874034745
846,1,6,192,184,135,415.783333,1.664305,1.207227,1457434.0,20.518711,35.695658,-0.126916,0.023500022815419973
847,1,6,192,184,136,422.916667,1.813989,1.367554,1706010.0,20.746525,35.729855,-0.153678,0.023443340573753763
848,1,6,192,184,137,430.05,1.981531,1.553784,1924296.0,21.597223,35.660664,-0.130577,0.022277181726348076
849,1,6,192,184,138,437.183333,2.147684,1.689105,2095460.0,22.312282,35.6378,-0.145662,0.022718086177407153
850,1,6,192,184,139,444.316667,2.334175,1.851238,2248650.0,23.176172,35.613974,-0.119617,0.024795194990074213
851,1,6,192,184,140,451.45,2.544873,2.046164,2350715.0,24.269804,35.571112,-0.09683,0.027567916945310526
852,1,6,192,184,141,458.583333,2.775524,2.231302,2571484.0,25.573624,35.50476,-0.050954,0.031173053149809737
853,1,6,192,184,142,465.733333,3.055052,2.492262,3029460.0,27.56061,35.33983,-0.107149,0.032923780828225176
854,1,6,212,205,151,529.916667,2.892572,2.364408,2571032.0,15.695279,36.173791,-0.072415,0.092305441902149
855,1,6,212,205,152,537.033333,3.652603,2.971589,3198275.0,15.945086,36.087825,-0.064881,0.10123181286549707
856,1,6,212,205,153,544.166667,4.602482,3.727948,4224173.0,16.477122,36.07988,-0.051555,0.11567565150290547
857,1,6,212,205,154,551.3,5.857537,4.671621,4882907.0,16.58913,36.119833,-0.067974,0.12121397762682153
858,1,6,220,212,155,558.45,3.142167,2.703268,2704337.0,15.963082,36.161011,-0.098701,0.08440945740470918
859,1,6,220,212,156,565.566667,3.765796,3.265064,3524076.0,16.589885,36.106917,-0.076567,0.08913087719298246
860,1,6,220,212,157,572.7,4.527327,3.943614,4096978.0,16.600632,36.115722,-0.083073,0.0958159415592987
861,1,6,220,212,158,579.85,5.450904,4.672553,5062729.0,17.047082,36.06247,-0.065401,0.09778601398601425
862,1,6,225,221,158,579.85,3.002376,2.6436,2795640.0,24.078765,35.595671,-0.0745,0.08036962992381452
863,1,6,225,221,159,586.983333,3.599491,3.179466,3524093.0,26.402742,35.473186,-0.066968,0.08299373637865108
864,1,6,225,221,160,594.116667,4.31536,3.827644,4134263.0,28.458492,35.347565,-0.068968,0.0856178424656223
865,1,6,228,220,159,586.983333,3.395565,2.488129,2869937.0,16.291896,36.121308,-0.077276,0.09472003787663212
866,1,6,228,220,160,594.116667,4.00218,3.111197,3420326.0,16.388619,36.104339,-0.069067,0.09840707714002168
867,1,6,228,220,161,601.25,4.717165,3.89207,4608937.0,16.549347,36.113536,-0.068207,0.10209411692028593
868,1,6,229,220,159,586.983333,3.230676,2.789137,3125673.0,19.430728,35.936706,-0.052326,0.08116975876918152
869,1,6,229,220,160,594.116667,3.780478,3.332103,3848600.0,20.150096,35.858232,-0.072415,0.08369628309120843
870,1,6,229,220,161,601.25,4.423846,3.983204,4581460.0,20.991013,35.802014,-0.06606,0.08622280776742101
872,1,3422,5,4,79,16.416667,3.377119,1.67095,1252783.0,12.586806,17.929868,-0.07955,0.06991476919884392
873,1,3422,5,4,80,23.566667,3.899568,2.243353,1501754.0,12.835467,18.056895,0.002867,0.07324097902097901
874,1,3422,6,4,78,9.283333,3.028724,1.646291,1313419.0,15.244945,17.861775,-0.146423,0.04326350062957936
875,1,3422,6,4,79,16.416667,3.418296,1.95023,1441849.0,15.694638,17.839224,-0.15624,0.04456788590114888
876,1,3422,6,4,80,23.566667,3.889668,2.268191,1589468.0,16.345717,17.767539,-0.025172,0.04700523584136618
877,1,3422,6,4,81,30.683333,4.435433,2.625512,1821922.0,16.969465,17.816016,0.030224,0.04814656188726571
878,1,3422,26,25,98,151.95,3.097667,2.339288,2420654.0,19.211397,11.385347,-0.040383,0.04949687147181633
879,1,3422,26,25,99,159.083333,3.47713,2.788894,3183948.0,20.668185,11.290441,-0.053034,0.04335407998393894
880,1,3422,26,25,100,166.216667,3.572362,2.948915,3612550.0,22.212973,11.235689,-0.047969,0.03680413415668506
881,1,3422,26,25,101,173.366667,3.763352,3.232138,3553949.0,20.266443,17.749456,-0.047576,0.034532620193077256
882,1,3422,26,25,102,180.5,3.9846,3.46421,3068428.0,18.939782,11.41371,-0.066828,0.04332299213053207
883,1,3422,26,25,103,187.616667,4.128182,3.67088,3808045.0,20.280518,11.36167,-0.067309,0.06549037643491445
884,1,3422,26,25,104,194.75,4.7448,4.384285,4737888.0,21.790245,11.297042,-0.054723,0.07694593182913387
885,1,3422,31,23,105,201.883333,2.359091,1.918935,2129811.0,14.707613,11.701433,-0.057802,0.028963263403263422
886,1,3422,31,23,106,209.033333,2.64861,2.111468,2555866.0,15.230323,11.728623,-0.006528,0.029316039082876427
887,1,3422,31,23,107,216.166667,2.98189,2.347664,2610187.0,16.050175,11.686231,-0.041428,0.028968831098859043
888,1,3422,31,23,108,223.3,3.357912,2.539311,3215487.0,16.420472,11.637243,-0.039821,0.028268023127789192
889,1,3422,36,24,106,209.033333,2.889633,2.165312,2405789.0,18.045139,11.547065,-0.060363,0.0614096204290075
890,1,3422,36,24,107,216.166667,3.371638,2.604896,3187592.0,19.199893,11.448874,-0.088797,0.06300437547497562
891,1,3422,36,24,108,223.3,3.889105,3.039894,3694515.0,20.11999,11.403132,-0.043883,0.06599418583495775
892,1,3422,36,24,109,230.416667,4.485992,3.549262,4112398.0,21.199675,11.373743,-0.051834,0.06692930214424947
893,1,3422,36,24,110,237.55,5.113462,4.017917,4389224.0,22.768176,11.305582,-0.052435,0.06646717859919296
894,1,3422,37,24,106,209.033333,2.927382,2.244312,2547983.0,20.865873,11.368283,-0.035397,0.05104494850047215
895,1,3422,37,24,107,216.166667,3.321862,2.584983,3138933.0,22.503766,11.255378,-0.010391,0.054213962907773375
896,1,3422,37,24,108,223.3,3.778888,2.996003,3498029.0,23.869844,11.172873,-0.081439,0.058977216374269024
897,1,3422,37,24,109,230.416667,4.30925,3.448858,3820945.0,25.511662,11.118364,-0.058744,0.0605751884195855
898,1,3422,38,31,109,230.416667,2.070048,1.602516,1938408.0,16.167184,11.687003,-0.019118,0.04320257211226955
899,1,3422,38,31,110,237.55,2.356436,1.888319,2116285.0,16.946743,11.663289,-0.094862,0.046824052032276534
900,1,3422,38,31,111,244.683333,2.707319,2.241248,2355111.0,18.04142,11.557343,-0.075008,0.052560046783625754
901,1,3422,38,31,112,251.8,3.115031,2.659675,2860934.0,18.977196,11.489035,-0.066105,0.054679513442021155
902,1,3422,39,31,109,230.416667,1.936536,1.429302,1720787.0,18.047449,11.572998,0.028785,0.037093366219316075
903,1,3422,39,31,110,237.55,2.204991,1.670845,1812320.0,19.135062,11.56288,-0.024374,0.039701154503169175
904,1,3422,39,31,111,244.683333,2.534408,1.981557,2119464.0,20.516456,11.416399,-0.04551,0.045843020142949976
905,1,3422,39,31,112,251.8,2.898869,2.311657,2534430.0,21.968121,11.325098,-0.033738,0.051374003144942115
906,1,3422,39,31,113,258.916667,3.333383,2.734131,2836312.0,23.741293,11.206394,-0.049585,0.05279478102664065
907,1,3422,39,31,114,266.05,3.796049,3.09949,3366685.0,25.811268,11.101866,-0.050553,0.05222825616158347
908,1,3422,46,38,113,258.916667,1.858026,1.494548,1618983.0,19.442216,11.477296,0.024536,0.04412425439832966
909,1,3422,46,38,114,266.05,2.183892,1.800483,1962488.0,20.842789,11.42015,-0.043856,0.04550959266066733
910,1,3422,46,38,115,273.2,2.52798,2.132872,2259018.0,22.308724,11.323771,-0.033965,0.04814510419630748
911,1,3422,46,38,116,280.333333,2.91119,2.491557,2661603.0,24.061048,11.254668,-0.05612,0.049270806221606386
912,1,3422,46,38,117,287.466667,3.325372,2.854787,3274774.0,25.518498,11.203851,-0.05869,0.04862988982951958
913,1,3422,46,38,118,294.6,3.764605,3.19076,3743607.0,27.621726,11.076596,-0.055123,0.048119602456263545
914,1,3422,48,40,115,273.2,2.20268,1.413942,1704258.0,12.682147,11.987019,-0.034074,0.0387774317185716
915,1,3422,48,40,116,280.333333,2.482585,1.673866,1951459.0,12.954635,12.013165,-0.045717,0.04124042738534829
916,1,3422,48,40,117,287.466667,2.804319,1.983855,2442216.0,13.010318,12.030661,-0.035971,0.04621627098663942
917,1,3422,48,40,118,294.6,3.180552,2.332507,2939412.0,13.291543,12.009944,-0.061623,0.051127278319254926
918,1,3422,48,40,119,301.716667,3.598872,2.714907,3545741.0,13.627213,11.989074,-0.052479,0.05458859779077326
919,1,3422,48,40,120,308.85,4.110282,3.127794,3977903.0,13.880451,11.96107,-0.058232,0.05564367168982164
920,1,3422,49,40,115,273.2,2.490615,2.073122,2440479.0,14.814247,11.809595,0.027711,0.04732257230479309
921,1,3422,49,40,116,280.333333,2.756807,2.388341,2749901.0,15.508191,11.815443,-0.058128,0.05049272467696129
922,1,3422,49,40,117,287.466667,3.056472,2.770606,3143475.0,15.788158,11.841788,-0.039863,0.0552665407648003
923,1,3422,49,40,118,294.6,3.388668,3.199159,3846893.0,16.483833,11.781788,-0.063325,0.056870205149697685
924,1,3422,50,41,115,273.2,2.582961,2.156382,2373449.0,17.275149,11.654995,-0.058584,0.045702198397299096
925,1,3422,50,41,116,280.333333,2.936927,2.465808,2713902.0,18.274099,11.632734,-0.06506,0.048380816626616495
926,1,3422,50,41,117,287.466667,3.338053,2.824983,3186992.0,18.912307,11.616739,-0.076146,0.052575699706175066
927,1,3422,50,41,118,294.6,3.794114,3.232471,3885692.0,20.08853,11.530755,-0.056923,0.05409196514448397
928,1,3422,51,41,115,273.2,2.571959,2.223271,2403598.0,19.731186,11.496348,-0.04775,0.042963413222589494
929,1,3422,51,41,116,280.333333,2.909119,2.514372,2792281.0,21.116572,11.420911,-0.051123,0.04549575438872852
930,1,3422,51,41,117,287.466667,3.301633,2.851587,3233268.0,22.134122,11.406807,-0.053902,0.051544386126948206
931,1,3422,51,41,118,294.6,3.747108,3.235701,3906282.0,23.817811,11.308952,-0.059959,0.05718885769980509
932,1,3422,51,41,119,301.716667,4.264548,3.687285,4492574.0,25.760744,11.194953,-0.048923,0.05932202168150871
933,1,3422,54,49,119,301.716667,2.081713,1.744777,2287358.0,16.46163,11.779451,0.004994,0.058091077480891054
934,1,3422,54,49,120,308.85,2.503301,2.148624,2543945.0,17.101665,11.744656,-0.023361,0.06127693567251463
935,1,3422,54,49,121,315.966667,2.964798,2.584079,3108834.0,17.925978,11.714298,-0.057431,0.06800351087219218
936,1,3422,54,49,122,323.116667,3.511374,3.110681,3728040.0,18.875834,11.647412,-0.055898,0.07291034009125633
937,1,3422,54,49,123,330.25,4.094676,3.659376,4492293.0,19.833106,11.576254,-0.05397,0.07430363275562155
938,1,3422,55,49,119,301.716667,1.919212,1.631313,2076952.0,18.36977,11.632781,0.014748,0.054956918455930384
939,1,3422,55,49,120,308.85,2.298697,2.002391,2438106.0,19.386609,11.591784,-0.009429,0.05925700584795323
940,1,3422,55,49,121,315.966667,2.746847,2.436313,2910852.0,20.710679,11.523182,-0.064379,0.06888769309452439
941,1,3422,55,49,122,323.116667,3.282369,2.967524,3595843.0,22.156532,11.451889,-0.053613,0.07697332735060258
942,1,3422,55,49,123,330.25,3.903991,3.575161,4188636.0,23.744268,11.340099,-0.054855,0.07976975450637488
943,1,3422,63,48,121,315.966667,2.384633,1.946567,2346884.0,15.297275,11.859679,-0.036082,0.03334051282051267
944,1,3422,63,48,122,323.116667,2.663261,2.146661,2613967.0,15.839729,11.862316,-0.074189,0.038062303494258286
945,1,3422,63,48,123,330.25,3.010884,2.461627,2922149.0,16.322975,11.809692,-0.051859,0.0494191040746207
946,1,3422,63,48,124,337.383333,3.403881,2.824092,3589250.0,17.06095,11.783962,-0.070805,0.06066262319324096
947,1,3422,63,48,125,344.516667,3.903245,3.355677,3851542.0,17.858645,11.75565,-0.069416,0.06528216420000552
948,1,3422,64,54,124,337.383333,2.45425,1.957162,2495747.0,20.020477,11.575426,-0.002174,0.07752349742771067
949,1,3422,64,54,125,344.516667,2.88376,2.484116,3052924.0,21.248031,11.535146,-0.071181,0.08345254477914624
950,1,3422,64,54,126,351.65,3.388621,3.089211,3579509.0,22.865979,11.387092,-0.044487,0.0972482729044834
951,1,3422,64,54,127,358.766667,3.98187,3.843881,4510934.0,24.574464,11.355458,-0.061793,0.10891922370646583
952,1,3422,64,54,128,365.866667,4.678295,4.69622,5086835.0,26.580729,11.228592,-0.049045,0.1127139593114238
953,1,3422,68,62,125,344.516667,2.034022,1.342526,1743962.0,12.879357,12.064436,-0.080926,0.044818646954142435
954,1,3422,68,62,126,351.65,2.370492,1.652142,2136263.0,13.061628,12.024482,-0.102642,0.047478393762183234
