,p1ori_fluo,p1ori_std_dev,p1longori_fluo,p1longori_std_dev,p5ter_fluo,p5ter_std_dev,p5ori_fluo,p5ori_std_dev,p1longter_fluo,p1longter_std_dev,time
126,726226.583625731,73627.80992500213,1037812.3500321998,126335.10009199445,143866.07541381285,28817.23531192878,331954.51731072,92748.99447277279,509476.96975274046,87436.04313150901,206.89655172413796
127,727262.1974265809,74859.87465558428,1037661.4165734657,118159.63970539405,144360.66889114905,28574.98607909082,332605.2699509109,91290.81382222663,511179.4972901095,91890.97538499969,210.91954022988506
128,728706.7350777466,79504.10605283846,1034740.0311029647,113788.36204892423,144804.09690736677,28516.308164106373,333449.689692672,91178.44956755175,512192.2040844008,89566.6830553932,214.9425287356322
129,730004.7104186359,77568.1540997436,1034902.4913218268,118830.29023215828,145047.91872035046,28844.546865690623,333566.1335408313,91698.62589922131,510791.29755019484,93090.13241090228,218.9655172413793
130,731561.6887393494,79574.88508293436,1034259.8604396074,113299.58996909048,145393.22651677704,28851.34623150916,334109.92096073704,91939.6484574104,511406.2284932085,92441.18917435128,222.9885057471265
131,732732.8169031647,76782.35614755967,1035518.8584538553,118953.29633165304,145878.39646567192,29017.002083154475,333876.29815249017,92374.50508034129,513600.65415240463,89557.50322773313,227.0114942528736
132,734066.1518182018,79022.5627777736,1037114.069995525,121166.83981891055,146260.470735109,28635.20755013652,334396.07377950253,92188.8688240407,511705.34834910545,89154.44439715058,231.0344827586207
133,734412.0390789831,79015.45437657132,1038128.3719717739,120090.87260875285,146822.39542402525,28789.555680607882,334773.2416075955,92106.85338096124,511970.58655938966,90266.48386614579,235.0574712643678
134,736366.3011692952,78552.0422382327,1039995.903648657,114132.4260429079,147466.32832801694,28813.088157266528,334714.1749789259,91882.04111742807,514149.89434837893,88201.54026782424,239.080459770115
135,737696.2131844701,78804.51763753271,1041566.0993889589,114979.25534193726,147981.80096016842,29882.501834610597,334495.4962395595,90213.25980610613,513502.6846854434,89072.2767364417,243.1034482758621
136,739561.6690535048,81969.12971180171,1044686.7486289993,110084.3916439104,148445.77198704876,29432.43825752939,334182.03670232644,90077.06847073208,515274.62302073464,86232.91289950171,247.1264367816092
137,741662.4629539406,82824.99256129705,1047621.776903248,113032.18374483203,148899.2586602436,29140.85878690189,333494.45484219556,90301.60775477729,519993.3770336803,90304.34401323115,251.1494252873564
138,743640.084570042,84951.97502387893,1048981.410549646,119016.4879685022,149434.70871938,29842.136958472005,333444.60926111933,89275.04317788871,521152.4712051316,89791.03820544716,255.1724137931035
139,745048.3136127117,87494.33492903398,1049608.503033955,118547.11730851632,150129.2450256913,29140.71989758289,332523.97451812343,86905.424843456,521886.12128624716,90513.5785090911,259.1954022988506
140,746575.7859638807,83745.88182096604,1051426.3718494389,123133.25584160202,150539.06378188537,29543.021890493794,331958.53290148324,86161.18179604743,525568.4509182922,88461.21629797404,263.2183908045977
141,748362.742570011,84617.1886213911,1050739.3330731012,118100.26522255626,151174.55808465305,29977.339352637227,331596.89744843845,85488.06737842316,525946.080141931,92401.30203818453,267.2413793103449
142,750082.7546516267,84798.65576707947,1052019.1643829423,115950.81448063486,151468.53404830844,29840.613512828215,331440.0019531371,82667.64504981462,523121.0248470809,92448.70577518549,271.264367816092
143,751845.9627141269,84069.24288743029,1055212.8367310911,114098.04006810965,152030.03367841835,29857.940779512825,330935.0250172303,81836.03345783248,526053.069392776,89145.71633932937,275.28735632183907
144,752799.800249951,87444.29038136968,1056922.6624451946,110610.99600074536,152565.89318115968,29346.56081997188,330331.4375451269,80514.49406590417,525823.3444925428,85013.71875899489,279.3103448275863
145,754843.9773605682,89005.60411705262,1058059.482679402,115032.56167488518,153080.93456217926,30143.209384824448,329412.43353168166,80942.29500807617,523925.90435896046,82923.91703946235,283.33333333333337
146,757997.5484137763,89825.99735422178,1060365.3027808056,126454.96325509406,153574.3117452776,29521.847800906053,328129.6730449127,80877.89236775844,524540.8144993996,87017.89134368135,287.35632183908046
