,time,growth_rate,p1o_p5t_phi_r,sigma_p1o_p5t,p1o_p5o_phi_r,sigma_p1o_p5o,sigma2_p1o_p5t,d_phi_r,chi_r,chi2_r
123,194.82758620689657,0.021724267841017345,0.2892267492571524,0.0751115444778665,0.2484445869107023,0.08744109948680683,0.06927769357060483,0.00011209919178201232,0.29438683992636977,0.29482136939870973
124,198.85057471264372,0.02167913608280006,0.28976143751298844,0.0748171884736329,0.24890388192123772,0.0870984249641399,0.06902089659111414,0.0001594399258049774,0.2971159707008434,0.29773359555247375
125,202.8735632183908,0.021636393062902878,0.2905095992348936,0.07447737740813383,0.24954654976028973,0.08670283393493694,0.0689908830579377,0.0002067551361609806,0.3000654958928942,0.3008254277955073
126,206.89655172413796,0.021729048853821577,0.29142498458554805,0.07456137943945913,0.2503328620080039,0.08680062489409333,0.06859106427958571,0.00016541972127377387,0.2990378222383421,0.299700460156641
127,210.91954022988506,0.02179123690333176,0.2918405625095102,0.07466829393402656,0.2506898417338182,0.08692508939580262,0.06876855038947935,0.00012369554391030083,0.2975169518057685,0.2980039366399298
128,214.9425287356322,0.021758883103121233,0.2924202360882746,0.07440963523657354,0.2511877789515516,0.0866239718904399,0.06860598678606927,0.00013678061311844672,0.2987064325106832,0.2992382064248204
129,218.9655172413793,0.02168321032618311,0.2929410961782793,0.0740190113612023,0.2516351956245662,0.08616922713201833,0.06836643923425974,0.00014238850039728675,0.2995078590448161,0.30005080235383413
130,222.9885057471265,0.021537800831740655,0.2935658906891723,0.07336615565649923,0.2521718915372423,0.08540920520699596,0.06772408791879761,0.00013606210022971082,0.2998832534177381,0.30040955047885076
131,227.0114942528736,0.021405449744655993,0.2940358487088632,0.07279877551886674,0.25257558354141324,0.08474868965766945,0.06746875766042233,0.0001249080665981703,0.29987118821764197,0.30033217882826535
132,231.0344827586207,0.021363472585655643,0.2945708981215714,0.07252404335216711,0.253035188784215,0.08442886022415691,0.0670059773458049,8.374984528274958e-05,0.2984911336987679,0.2988139723399211
133,235.0574712643678,0.021399386689272843,0.2947096980387244,0.07261174922876477,0.2531544173416319,0.08453096301453973,0.06688742342269283,0.00011471808498920276,0.3000705098533316,0.30052929615188473
134,239.080459770115,0.021503020522492283,0.29549391719619716,0.07276975690912467,0.2538280583693937,0.08471490764507654,0.06658635991784856,0.00016379552222271638,0.30311124342491863,0.3038186098005901
135,243.1034482758621,0.02167032846850224,0.29602759304511406,0.07320374511574575,0.2542864837265535,0.08522013498682607,0.06661831358171069,0.0001593663838994991,0.30338172171608174,0.30410870065402407
136,247.1264367816092,0.021823556373738333,0.2967761754574575,0.0735354053946514,0.25492951293696003,0.08560623727836074,0.06655851602475518,0.00019781349325261852,0.30584039440807087,0.3067905365779989
137,251.1494252873564,0.021909096693425823,0.297619195864388,0.0736145282221945,0.2556536639959305,0.08569834811275998,0.06638274757694886,0.0002034076689954841,0.3069033608777507,0.30791478398543504
138,255.1724137931035,0.02187119160767779,0.2984127888861568,0.0732917368900753,0.2563353571345318,0.08532257060503437,0.06606240030662351,0.00016886655792547345,0.30613374716564046,0.3069786666037793
139,259.1954022988506,0.021942120477585682,0.2989778923074665,0.07339044471897131,0.2568207786469946,0.08543748131745046,0.06582740961507058,0.00014641572810966715,0.3056507081029697,0.30641736048073087
140,263.2183908045977,0.021890665508152354,0.29959084646864836,0.07306853919665122,0.2573473037480136,0.08506273502514332,0.06544076988784138,0.0001653044584402191,0.30714221389412283,0.30802240049318486
141,267.2413793103449,0.0218179552260135,0.30030792817997404,0.07265194548223194,0.2579632739859294,0.08457775748032861,0.06484443306469075,0.0001749072214741491,0.30832459242106697,0.3092898287975983
142,271.264367816092,0.021779649024963352,0.3009981459517737,0.07235808365561466,0.2585561682103869,0.08423565825450072,0.06449631936852683,0.00017372278210493045,0.30897452710951473,0.30994680628978577
143,275.28735632183907,0.021755142631835717,0.3017056976911631,0.07210716535458031,0.25916395224164285,0.08394355173111173,0.0643081805765701,0.0001355104474933028,0.30793459031607295,0.30869000025505716
144,279.3103448275863,0.0217254746547125,0.30208845989712213,0.07191759215863866,0.2594927434007896,0.08372286010771889,0.06416128164451367,0.00014952355108847107,0.3089708665402395,0.3098028649299266
