,time,growth_rate,p1o_p5t_phi_r,sigma_p1o_p5t,p1o_p5o_phi_r,sigma_p1o_p5o,sigma2_p1o_p5t,d_phi_r,chi_r,chi2_r
145,283.33333333333337,0.021731263938336624,0.30290876074589795,0.07174194594050186,0.260197378452838,0.08351838157460728,0.06405707044772317,0.0002592334777421062,0.31483781735658073,0.31626893673432716
146,287.35632183908046,0.021754030083006994,0.3041742464996448,0.07151831666666887,0.2612844255055001,0.083258043570412,0.06407885881502282,0.00031878225499280935,0.3188281866558563,0.32052948677525106
147,291.37931034482756,0.02182473659498701,0.3054736754412424,0.07144555603183221,0.2624006296167871,0.08317333928222696,0.06419602556067017,0.00025981916625335147,0.31737847736737557,0.31872286315392384
148,295.40229885057477,0.021939660985189464,0.3062647455384649,0.07163626014680813,0.26308015557358966,0.08339534746493804,0.06416610049398067,0.00022686698131940732,0.3166052417508975,0.3178090730107319
149,299.42528735632186,0.022005272218890662,0.30729904195760543,0.07160865871468118,0.26396861193959514,0.0833632152595711,0.06397467087715641,0.0002656658406563222,0.3193718687790005,0.32081249851347843
150,303.44827586206895,0.022125086278163866,0.30840228678512493,0.07174099293751092,0.26491629470454836,0.08351727213623904,0.0638728234700592,0.00018716274128986098,0.3168615867370794,0.31790364503326834
151,307.47126436781616,0.022284074683844593,0.3088049490714319,0.07216229775737791,0.26526217995078855,0.084007734114146,0.06365493847731424,8.29885036139515e-05,0.31252906617260623,0.3130267872126165
152,311.49425287356325,0.022321658984339986,0.3090700103774211,0.07222201519028609,0.26548986652141743,0.08407725415967719,0.06338667778426761,9.330569536389369e-05,0.3132500623811433,0.3138327111508625
153,315.51724137931035,0.02235134931568995,0.3095556845513713,0.07220461594198477,0.26590705863739617,0.0840569988259294,0.06303696526070954,0.00012391403705753104,0.3150996020709524,0.31590587025050576
154,319.54022988505756,0.022346129687103984,0.31006701987098745,0.07206870855340163,0.26634629357185907,0.08389878224858832,0.06274772038293182,0.00010446794453021523,0.3147420103947605,0.3154364664021376
155,323.56321839080465,0.022304259645890896,0.31039623123149945,0.07185737905836863,0.26662908477522734,0.08365276303106148,0.062416801104045905,9.424232818475325e-05,0.31462153750397714,0.3152606175680086
156,327.58620689655174,0.02218609976822093,0.31082529147707166,0.0713780389709938,0.2669976457598001,0.08309473930036175,0.062270923106999665,0.00015607880821208404,0.3178602732829161,0.3188891386218292
157,331.60919540229884,0.02209681903292937,0.3116520377343553,0.07090221258801513,0.26770781739122196,0.08254080604840013,0.06211246081148091,0.00020883977371431172,0.32110316159988056,0.3224406232251635
158,335.63218390804604,0.022048119012221368,0.3125056114954627,0.0705527139391591,0.26844103373798384,0.08213393721967926,0.062020688576707735,0.00015430931782113444,0.31950436353120776,0.3204671637071625
159,339.65517241379314,0.022102843751683844,0.3128936069582035,0.07064012578127349,0.2687743202431617,0.08223569770983802,0.06209961792308026,0.00015745441845011818,0.3200173246218242,0.320997043478727
160,343.67816091954023,0.02207989399448699,0.3137724861266705,0.07036912084628509,0.2695292738306671,0.08192020733287314,0.06222848074124264,0.00024223848454322323,0.3247434846560886,0.3261786948614014
161,347.70114942528744,0.02214930575508644,0.3148426522361375,0.07035039756453987,0.27044854211299313,0.08189841062568007,0.0623731286203582,0.0002107804579937531,0.32435899827083653,0.3255761001440928
162,351.72413793103453,0.02229611425027839,0.3154684208461605,0.070676215991683,0.2709860747728116,0.08227771212587559,0.06241571064205477,0.00011314314629021427,0.3205429887740137,0.32121459044423234
163,355.7471264367816,0.02234473362218755,0.3157529993901967,0.07076649680396131,0.2712305265705734,0.08238281252745906,0.06241963764701254,0.00014088993513060346,0.32205828534763165,0.32290143881367095
164,359.7701149425287,0.022160676742778117,0.31660201802537224,0.06999537425880266,0.2719598300829126,0.08148511026802001,0.062089805377527695,0.0001734897045861158,0.32443073673283024,0.32542752637676
165,363.79310344827593,0.02220482432872125,0.3171488935650275,0.07001387921969345,0.2724295939200756,0.08150665281700498,0.06176860693864572,0.00010490259899407043,0.32187320921108203,0.32250384135213106
166,367.816091954023,0.022198619862154864,0.31744606192532454,0.06992879271369518,0.2726848603181752,0.08140759936673046,0.061493247421470505,3.84997465036179e-05,0.3191803925613139,0.319418305263034
167,371.8390804597701,0.022051779072900488,0.317458661640344,0.06946346638947103,0.2726956834215058,0.08086588975746656,0.06130941196381547,6.940084836616144e-05,0.32060583847976043,0.3210244080013685
168,375.8620689655173,0.021961227979197254,0.3180044595558569,0.06905949686953936,0.2731645215839669,0.08039560866782139,0.06115177359066238,0.0001734800631150162,0.3259038385559449,0.32692533146677694
169,379.8850574712644,0.021951847832098303,0.31885447824012,0.06884597623736997,0.27389468413435525,0.08014703863814358,0.06114394174225331,0.00013232541347064615,0.32488246342308746,0.32564178231049223
170,383.9080459770115,0.021875333193417328,0.31906914679067816,0.06855985109637819,0.27407908353552796,0.07981394607436981,0.06098583347227824,8.522975789207193e-05,0.3229653049492071,0.3234491807754249
171,387.9310344827586,0.021790182599582347,0.3195402349128148,0.0681922969904798,0.2744837462930474,0.0793860579865391,0.06083411016449959,0.00011928600588108374,0.3250145353385198,0.3256766790793415
172,391.9540229885058,0.02191474980543012,0.32002891925179033,0.06847740465663409,0.27490352412839053,0.07971796605704876,0.06064467703449939,9.64956374550102e-05,0.32443214713765467,0.3250008579689209
173,395.9770114942529,0.02193623804530826,0.3203166365934873,0.06848298071120003,0.27515067214042105,0.07972445742059925,0.0604836146037145,6.0573183921019024e-05,0.3230779662160009,0.32344317068895867
174,400.0,0.022023723679541928,0.32051628969713186,0.06871327413765144,0.2753221733345112,0.07999255349762012,0.0604834893528065,4.962805719164798e-05,0.32276968053665406,0.3230762918423814
